sample_id,image_path,label,label_id,split,source,confidence,sample_weight,sha256,width,height,prob_Happy,prob_Sad,prob_Angry,prob_Fear,votes,confidence_a,confidence_b,confidence_c
real_train_000010,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\new_f54.jpg,Fear,3,train,real:data,1.0,1.0,ad2ada17734d8fe220b8a0eb25e68098a3ef97dc96c97c63afe7d0fc2677cb65,1080,850,,,,,,,,
real_train_000011,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a8.jpg,Angry,2,train,real:NewArts2,1.0,1.0,dc1ee9ddcfb764f5701c4a442508d9acd317ebb2cb35735bbfdd83f47b887e2d,417,352,,,,,,,,
real_train_000012,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\h96.jpeg,Happy,0,train,real:data,1.0,1.0,b7b04d7838b132ed0cf765a4f23393586ffe87161ef96c9e8c0472aa72d1c8a9,300,168,,,,,,,,
real_train_000013,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Fear\f81.jpeg,Fear,3,train,real:NewArts2,1.0,1.0,a7c4356e42e87f38fa1fe6ce2f61ca6e9a0b66eabf63ba68139ad6efb1c63aaf,275,183,,,,,,,,
real_train_000014,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\new_f17.jpeg,Fear,3,train,real:data,1.0,1.0,d4d71c6456c94240827ff24641b1a82df1d822c7073371d8e305a8e338f42ca3,246,188,,,,,,,,
real_train_000015,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s115.jpeg,Sad,1,train,real:data,1.0,1.0,abe43628eee0ea32e0f8d7d8881154457ba125a3ca10a15b0812016d0df8d631,187,270,,,,,,,,
real_train_000016,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\f43.jpg,Fear,3,train,real:data,1.0,1.0,47b488d5d74b34a7f503ce610a506664a1db62945c0d001f652abbbb6eee0ec7,183,275,,,,,,,,
real_train_000017,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\f64.jpeg,Fear,3,train,real:data,1.0,1.0,860af3941145cf0f3d5d9761361073e9cb763d4ea0460c3f85014b2e58afc6a4,275,183,,,,,,,,
real_train_000018,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a92.jpeg,Angry,2,train,real:NewArts2,1.0,1.0,f083a2848a83d802fbc83ccfb5733b8abb8357bb81d9654efc99b6523867a5b9,279,181,,,,,,,,
real_train_000019,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\new_f43.jpeg,Fear,3,train,real:data,1.0,1.0,aaa4c5172f994acd3b59e878da01dd76a2a611667f7188387eec722548eacbb7,258,195,,,,,,,,
real_train_000020,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a32.jpg,Angry,2,train,real:NewArts2,1.0,1.0,b90b72439de05fe28e092f314a736f261e0738236497bbfcc1fd2a05055c0429,640,640,,,,,,,,
real_train_000021,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Sad\s5.jpg,Sad,1,train,real:NewArts2,1.0,1.0,f9ab7dce30e75bdcf2a5e74e694647c5e669d2e3258eda074e614ba8b20d9eff,1280,826,,,,,,,,
real_train_000022,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Sad\s45.jpg,Sad,1,train,real:NewArts2,1.0,1.0,6bc306ac4dea158d51124bf6070be3896fabbe69be45d62dbf2fa33e7ffa0f2d,252,200,,,,,,,,
real_train_000023,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\new_a16.jpeg,Angry,2,train,real:data,1.0,1.0,fa766ec3547b3551b99eabb72bd764e151dc5cc76c3e5c81ef10b29c3bf719d2,218,147,,,,,,,,
real_train_000024,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\new_images (4).jpg,Happy,0,train,real:data,1.0,1.0,ea24a16bb45af682607735409476f6051d77d75bb45f1fa02e2c1180ced8c2d0,263,191,,,,,,,,
real_train_000025,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a36.jpg,Angry,2,train,real:NewArts2,1.0,1.0,93c57735059568e4552a60a5ce2b36d60887bb81248a65b1fbbb0ac369a0bf9e,640,640,,,,,,,,
real_train_000026,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\f82.jpg,Fear,3,train,real:data,1.0,1.0,6bc9479f5625422c83adbbfe540ed588a564cb13b11c83d7bf93c262b954863d,640,640,,,,,,,,
real_train_000027,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s110.jpeg,Sad,1,train,real:data,1.0,1.0,53b948b1d40d8ed32a6406c90c06b0a089cdf73fe08a37329fd69f8782d53916,194,259,,,,,,,,
real_train_000028,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\new_h47.jpg,Happy,0,train,real:data,1.0,1.0,626723cbbd9af432eb02f9601b004c02c48960879851889252b69de37857dea2,231,219,,,,,,,,
real_train_000029,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\new_a46.jpeg,Angry,2,train,real:data,1.0,1.0,f600093fd9d139f7b3ef13f7e7db9fafa10b0cbf6653bf52006493b58888b368,290,174,,,,,,,,
real_train_000030,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Happy\h5.jpg,Happy,0,train,real:NewArts2,1.0,1.0,823eb34f569eb0c4acea58a360cba9757f76455668705c332ecc41b63273eea4,1300,931,,,,,,,,
real_train_000031,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Fear\f16.jpg,Fear,3,train,real:NewArts2,1.0,1.0,47526339e8d9b3613798dc73e3ed3d5ac881b2379e86110b96f3ad27d9566959,217,148,,,,,,,,
real_train_000032,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\new_h25.jpg,Happy,0,train,real:data,1.0,1.0,6d2bc82a0863ed303bfd23c5a1f144e8a32a2dacf024bb839a9b6aab4d463c8a,273,185,,,,,,,,
real_train_000033,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\new_h2.jpg,Happy,0,train,real:data,1.0,1.0,9d06df37615281010301c923f1c41771e3d5e72a14be958444f0f6fb72993945,265,190,,,,,,,,
real_train_000034,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Happy\h24.jpg,Happy,0,train,real:NewArts2,1.0,1.0,a2a77e1da5bea00abf65fff452259d97c65dc56054d28a3e3c308e3b509f3e80,260,280,,,,,,,,
real_train_000035,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\new_images (51).jpg,Happy,0,train,real:data,1.0,1.0,6c05dd92eac5dc3a5685fcc788e122967f90ba2933bfd0dfd2ec2a1a28116a09,264,191,,,,,,,,
real_train_000036,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s67.jpeg,Sad,1,train,real:data,1.0,1.0,af4ca3327093a11a048a12d195f83cb0adadc5f2db4ec0bbfe409020a0687830,265,190,,,,,,,,
real_train_000037,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\f49.jpg,Fear,3,train,real:data,1.0,1.0,a938d03683b19ed7365196edb7b2c1d1ceec531017b3d494dd42b24f418a4466,261,193,,,,,,,,
real_train_000038,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Fear\f25.webp,Fear,3,train,real:NewArts2,1.0,1.0,c658fe62ec8ccdbfb511c50605eb8c6c882d5ce035f2ee2453ae31ab8c43fd8f,602,452,,,,,,,,
real_train_000039,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Happy\h16.jpg,Happy,0,train,real:NewArts2,1.0,1.0,2e5c77d4e3d46dd325d7352528b0db2f398893a5d5d8975cf3462a6c20db7d50,500,360,,,,,,,,
real_train_000040,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Fear\f7.jpg,Fear,3,train,real:NewArts2,1.0,1.0,235fc7acb36774238d4aeda48f94e01ba2c7757d00a7bc1060bdbd649cf9f945,640,640,,,,,,,,
real_train_000041,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\h90.jpeg,Happy,0,train,real:data,1.0,1.0,eadfb31c2f19e4cf0fc7aef0da78e5451972ca8a7ac75af177f718ef4aa0222a,269,188,,,,,,,,
real_train_000042,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\new_a4.jpg,Angry,2,train,real:data,1.0,1.0,12aa99654b7f67880f5c53ded8971621d7be5ac5a9f1e74892a0cfac7ddfd9e6,267,189,,,,,,,,
real_train_000043,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\new_s45.jpeg,Sad,1,train,real:data,1.0,1.0,a5e42732923e27da02f6feb4076350ea9337acf638633382dcedb3eb941ec8ed,216,233,,,,,,,,
real_train_000044,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a51.jpg,Angry,2,train,real:NewArts2,1.0,1.0,ef6c0c515f9019fb646c50e0e3720291b9fbb4964cbb5fb4c35fb4ac4f9251d9,640,640,,,,,,,,
real_train_000045,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\f38.jpg,Fear,3,train,real:data,1.0,1.0,04810f07e5bdf9c6c22653e1ebf91106d0a516b1db8691dd6984b7bdfe213685,199,253,,,,,,,,
real_train_000046,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Happy\h10.jpg,Happy,0,train,real:NewArts2,1.0,1.0,72ca57390a56e975a179f25afe92b048197657fc097f16408cb8bb7949a5424c,1242,912,,,,,,,,
real_train_000047,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Fear\f79.jpeg,Fear,3,train,real:NewArts2,1.0,1.0,ab5b48c556e4484ce636490165e248f0e412070802faa4bbbc9d019a6bbf2f57,265,190,,,,,,,,
real_train_000048,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\f87.jpeg,Fear,3,train,real:data,1.0,1.0,93a777306a0799d36408edfdfa55186261974b19c9b8a64d54808adbd8cbc531,178,283,,,,,,,,
real_train_000049,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s11.jpg,Sad,1,train,real:data,1.0,1.0,4882678d1a0ddc088ecdc873f1707a03110feea7768a96262a8dc6300cd9365f,189,267,,,,,,,,
real_train_000050,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s55.jpeg,Sad,1,train,real:data,1.0,1.0,9f18146614bffc4bc560d26cf360681095b53c4ebc86744d16e3614c524e43b7,270,148,,,,,,,,
real_train_000051,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\a118.jpeg,Angry,2,train,real:data,1.0,1.0,f8cfad9021258ccfc5c2a69f768379621f1886805ea3bf3524da50fbc4d1d237,272,185,,,,,,,,
real_train_000052,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\new_a33.jpeg,Angry,2,train,real:data,1.0,1.0,54895ca28851e9fbe88363465e45831e5e30083a1673cfb912b3b5c66b5afc0b,255,179,,,,,,,,
real_train_000053,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s47.jpeg,Sad,1,train,real:data,1.0,1.0,e812ae61436fccb01e7982da2be3c7377d584241ba858b84f18153266f755623,200,252,,,,,,,,
real_train_000054,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\h45.jpg,Happy,0,train,real:data,1.0,1.0,9d0107354cd4506dea256eb3494792535038560b67ec15c82421f4a4b64af1a4,327,280,,,,,,,,
real_train_000055,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a25.jpg,Angry,2,train,real:NewArts2,1.0,1.0,dd859c8043ae3984b4ea1a910849ee37a93005baf4df03e0b1f76873b9514399,640,640,,,,,,,,
real_train_000056,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\new_f7.jpeg,Fear,3,train,real:data,1.0,1.0,b0fd162d6758a54a1d046de63c80c97be44f5f5c3e1668b381a21ffe5927bc6e,255,197,,,,,,,,
real_train_000057,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s71.jpeg,Sad,1,train,real:data,1.0,1.0,de33cecea0ce71347a8ba126fa85b4a80a521eaed0ba1bbe2dfe189c407a9928,186,271,,,,,,,,
real_train_000058,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Fear\f21.jpg,Fear,3,train,real:NewArts2,1.0,1.0,e2ff6422f0b3e1cad5110e1c773643707148e3533564e1eb83f8f253cf4b276d,225,225,,,,,,,,
real_train_000059,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a29.jpg,Angry,2,train,real:NewArts2,1.0,1.0,fff69d0320ff000c6fcaca843cde6c9c9fe9e6c70ed9e47f6f43f3a43834de9a,640,640,,,,,,,,
real_train_000060,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a64.jpg,Angry,2,train,real:NewArts2,1.0,1.0,046506d2389d10152c3b395d70306590bf57c08506a4f7fca815e9931602b0bc,640,640,,,,,,,,
real_train_000061,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s95.jpeg,Sad,1,train,real:data,1.0,1.0,9fdc579e3d7525c8714c69d1f08851ea8531088cb5d9997993ef974464ff896d,225,224,,,,,,,,
real_train_000062,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Fear\f69.jpg,Fear,3,train,real:NewArts2,1.0,1.0,c906b721f506b34f985c6ff37dfba5801098b6878b90da42a35b8dfae2612842,195,259,,,,,,,,
real_train_000063,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a79.jpg,Angry,2,train,real:NewArts2,1.0,1.0,91ad42132b73189b3db4163a028faa22f4bade07887700b4d1ebf975f413e978,640,640,,,,,,,,
real_train_000064,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\f101.jpeg,Fear,3,train,real:data,1.0,1.0,134ef68f7f95817f63a6ec4c2fbfc01f7c56887aa7761d9905eb709a5b80866d,194,259,,,,,,,,
real_train_000065,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\h71.jpg,Happy,0,train,real:data,1.0,1.0,e926cfbfe278d1d17dd74abb435ce3a12b1695911f7cf741b954eed0678e7dc8,368,280,,,,,,,,
real_train_000066,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\f62.jpeg,Fear,3,train,real:data,1.0,1.0,4d4912085d245132ea81b92ff657c9f50806d26b4c59707770d0f775244a4efb,259,194,,,,,,,,
real_train_000067,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s24.jpg,Sad,1,train,real:data,1.0,1.0,e15cfc36c9b9ad49fa33c217fc37d7cfd44379e2ef022002794406e4d966ac1e,197,256,,,,,,,,
real_train_000068,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Sad\s101.jpeg,Sad,1,train,real:NewArts2,1.0,1.0,228dae1060610526be4f7165f42db2ea8346fc01c4bd8f02ef80d0e61686a2cf,273,185,,,,,,,,
real_train_000069,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\f18.jpg,Fear,3,train,real:data,1.0,1.0,425ef5c6707244aace69f21e667ab7739ae16dc22806862569a5e1de4ee2c586,640,640,,,,,,,,
real_train_000070,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\a55.jpeg,Angry,2,train,real:data,1.0,1.0,79ce34e3583113988b584783dcccb444601454b3842db0cb6a0da5cb316fd6b1,182,278,,,,,,,,
real_train_000071,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Sad\s25.jpg,Sad,1,train,real:NewArts2,1.0,1.0,09342000e722bf21e52616f2b5dbfc433f4cbe308af787cddeaa4de711232cfa,192,262,,,,,,,,
real_train_000072,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\a109.jpeg,Angry,2,train,real:data,1.0,1.0,a924cc36d6c41b9f09600db9db33a79fe3fcb485968af07819d3d574734bd2f9,264,191,,,,,,,,
real_train_000073,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Happy\h47.jpg,Happy,0,train,real:NewArts2,1.0,1.0,38cd48623ca1cf57bf004b368ad5bfe4088c68c54d2652c343da3653c41159f0,612,434,,,,,,,,
real_train_000074,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\a27.jpg,Angry,2,train,real:data,1.0,1.0,34deffed7247b982ce877e22f32296ab02f34347611c76d71d134df74dd25ccf,640,640,,,,,,,,
real_train_000075,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\new_s15.jpg,Sad,1,train,real:data,1.0,1.0,934894a1685ccafb83804b9ceb91580304007aff20142f6cb85b9378aa07d23d,187,270,,,,,,,,
real_train_000076,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\a85.jpeg,Angry,2,train,real:data,1.0,1.0,f154ada2e32f307067076064469bfb7557b5e4a4bb8a9d38df1c64dbd25e2fd4,177,284,,,,,,,,
real_train_000077,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\a50.jpeg,Angry,2,train,real:data,1.0,1.0,6fb699c0cb05d16d58af52e33a26d8c3350b86a55b743a1d16f6e3bcc7902e8b,310,162,,,,,,,,
real_train_000078,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s39.jpeg,Sad,1,train,real:data,1.0,1.0,5ecf41e8d52092983d163cfa36f5902508cc251dfd83727e1c81b73ccc722178,299,168,,,,,,,,
real_train_000079,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\a63.jpeg,Angry,2,train,real:data,1.0,1.0,4244d6ddb2d420964784c93062ce30cb6bdaaac796e1523ba45f3266dab4c9c2,194,259,,,,,,,,
real_train_000080,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\new_f58.jpeg,Fear,3,train,real:data,1.0,1.0,21770d890f5fd27f7ee37ec4e461be0255a1d1e098dd5afc51731e6652d398e6,263,191,,,,,,,,
real_train_000081,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Happy\h77.jpeg,Happy,0,train,real:NewArts2,1.0,1.0,e377dabdef44363fde1557caa667728ee88c085b75ff1ce14c57043addf700ff,269,187,,,,,,,,
real_train_000082,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Fear\f70.jpg,Fear,3,train,real:NewArts2,1.0,1.0,589ba48b7dc76fb434208c985abb5cf9d3bf4bc967b80dc531222bc69e42b24f,225,225,,,,,,,,
real_train_000083,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\new_s47.jpeg,Sad,1,train,real:data,1.0,1.0,c0c1f59f052eeecc1b82cf9d7fdd7e93b1f26241e3057c305ce5d2ff2eeb53c2,168,300,,,,,,,,
real_train_000084,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\new_f10.jpg,Fear,3,train,real:data,1.0,1.0,918cdf3bda2f639da6b3f5591d988675b5ced01fedab585054df2425ef0b3c95,225,225,,,,,,,,
real_train_000085,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\a107.jpeg,Angry,2,train,real:data,1.0,1.0,4514a333d575004dadb214de58396eb2aedfed18144f65ffcbc10c9b7ae41d4b,214,236,,,,,,,,
real_train_000086,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\a9.jpg,Angry,2,train,real:data,1.0,1.0,5f3dfc98df5a504af5d6bf141fec12b3cf669f232c7f2b2d3616117a1ce1779a,640,640,,,,,,,,
real_train_000087,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\h68.jpg,Happy,0,train,real:data,1.0,1.0,74d15398c61deb7862a7ec93e5439c3fdfcfb5dae50b53a02c890dd3c23b0397,900,600,,,,,,,,
real_train_000088,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\f96.jpeg,Fear,3,train,real:data,1.0,1.0,fd32387005756bc0001da3de3b5ca0476fef66dd865f5afe05532336962e1c4d,222,227,,,,,,,,
real_train_000089,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Happy\h35.jpg,Happy,0,train,real:NewArts2,1.0,1.0,951911787439382e47ee6c7b0733ddbddb5b0576fd40e1ff4931239cded1184f,1300,1065,,,,,,,,
real_train_000090,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\new_s17.jpg,Sad,1,train,real:data,1.0,1.0,0e60b3689c3f3fc79f836c714f5f9c4bd9d34decffa7578f75ff0e6a8f591f82,283,178,,,,,,,,
real_train_000091,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\f90.jpeg,Fear,3,train,real:data,1.0,1.0,86d347ef6570fcc41f632e1ea9b887079beeb97f4c511820336e9a2a5b800139,178,283,,,,,,,,
real_train_000092,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a57.jpg,Angry,2,train,real:NewArts2,1.0,1.0,40a1288b739d2d0c6bfc2d1b5c2f8856b977044ab5e5fdcae5eb237d28de4ddf,640,640,,,,,,,,
real_train_000093,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s33.jpeg,Sad,1,train,real:data,1.0,1.0,bf8bd2413a3a9df175773fd5306299c16da2a197bcc8c3686e4477518136bf26,254,198,,,,,,,,
real_train_000094,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Happy\h60.jpg,Happy,0,train,real:NewArts2,1.0,1.0,e4f2108cfa51b874b9886cfe408a99ede991f75354324b8624c4ac221ad7488b,1300,1390,,,,,,,,
real_train_000095,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s22.jpg,Sad,1,train,real:data,1.0,1.0,f652ffa402f5802db43249c1fd14060e8740efcf791ee4be3aff400826a5864a,187,270,,,,,,,,
real_train_000096,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Happy\h25.jpg,Happy,0,train,real:NewArts2,1.0,1.0,35dd2b5b402db5bfdcdb960b8085a8b2cac03be882c996d2cd73afffcfd4204f,600,359,,,,,,,,
real_train_000097,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\h76.jpeg,Happy,0,train,real:data,1.0,1.0,dfdfaf1ba76b8e7894371010cd105aaf93d130e1f823242de836aaa11b0bd879,262,192,,,,,,,,
real_train_000098,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\h50.jpg,Happy,0,train,real:data,1.0,1.0,20e8415e85af71cca14ae21bfe5f58cbb727db17194502ee1138cb32e15e6ca5,1024,765,,,,,,,,
real_train_000099,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\new_h32.jpg,Happy,0,train,real:data,1.0,1.0,be94d325cdaff46762937d0c8d58488d8377e6dcf81ae32c36a6f0f712179f4c,204,148,,,,,,,,
real_train_000100,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s83.jpeg,Sad,1,train,real:data,1.0,1.0,7b540cf744342dccc608c0df12c1b6a289d9f4fe7fd9266588b7ac49a19e8924,197,256,,,,,,,,
real_train_000101,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Sad\s60.jpg,Sad,1,train,real:NewArts2,1.0,1.0,0a97353c88ef968682c4e110a4981e2c3e3524a3badf6b91605eb2d0a08ea7c6,194,259,,,,,,,,
real_train_000102,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Sad\s74.jpg,Sad,1,train,real:NewArts2,1.0,1.0,9af7a81d5b25081a96120fc55ad7bbddf54c37c6118ebdcc0585edc6669b23cb,173,291,,,,,,,,
real_train_000103,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\new_a25.jpg,Angry,2,train,real:data,1.0,1.0,b0a1d3f1635203bcceae9713ef5005164eba0030ba5fbc20ec0538f4db2f9cf8,400,533,,,,,,,,
real_train_000104,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Sad\s7.jpg,Sad,1,train,real:NewArts2,1.0,1.0,152b7af8af75deedae1dfa09cc045852dd90e0b21071ea35574c7cb00db9757d,640,640,,,,,,,,
real_train_000105,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a68.jpg,Angry,2,train,real:NewArts2,1.0,1.0,c5536d356b5d6cb9a779c70fc917d137766d63ab1788859d0117c10c917461d8,640,640,,,,,,,,
real_train_000106,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Fear\f99.jpeg,Fear,3,train,real:NewArts2,1.0,1.0,88aada1f001239f273b2df96dd1853a8ee297b256643674c30adce4e8730d2de,247,204,,,,,,,,
real_train_000107,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s64.jpeg,Sad,1,train,real:data,1.0,1.0,3abf03501ca610552d380522106bb850822cbeae20a2efbd4116d5726875d916,191,264,,,,,,,,
real_train_000108,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a6.jpg,Angry,2,train,real:NewArts2,1.0,1.0,34abed925ea814e51155b195c48a99f250d5f5912714d39911f62ba0aa671956,640,640,,,,,,,,
real_train_000109,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Sad\s80.jpeg,Sad,1,train,real:NewArts2,1.0,1.0,2e82516c07cb7cfa1daf367daefee4fa1ab0803469e6eadef917f81640316998,260,194,,,,,,,,
