sample_id,image_path,rel_path,label,label_id,original_label,split,source,fg_area_ratio,fg_area_ratio_valid,empty_space_ratio,empty_space_ratio_valid,bbox_area_ratio,bbox_area_ratio_valid,centroid_x_norm,centroid_x_norm_valid,centroid_y_norm,centroid_y_norm_valid,top_mass_ratio,top_mass_ratio_valid,bottom_mass_ratio,bottom_mass_ratio_valid,stroke_darkness_mean,stroke_darkness_mean_valid,stroke_darkness_std,stroke_darkness_std_valid,component_count_norm,component_count_norm_valid,skeleton_break_count_norm,skeleton_break_count_norm_valid,shading_ratio,shading_ratio_valid,unique_hue_count,unique_hue_count_valid,warm_ratio,warm_ratio_valid,dark_color_ratio,dark_color_ratio_valid,sharp_angle_ratio,sharp_angle_ratio_valid,dominant_orientation_abs,dominant_orientation_abs_valid,figure_integrity_proxy,figure_integrity_proxy_valid,phenotype_cluster,phenotype_distance
images_00001618,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Sadness\280-7B-3163-F-S.jpg,Emotion/test/Sadness/280-7B-3163-F-S.jpg,Sad,1,Sadness,test,Dataset/Images,0.019385574385523796,1,0.980614423751831,1,0.939453125,1,0.5009828209877014,1,0.49789106845855713,1,0.5260228514671326,1,0.4739771783351898,1,0.5274897217750549,1,0.2956584393978119,1,1.0790746212005615,1,4.262344837188721,1,0.43696075677871704,1,11.0,1,0.4221498370170593,1,0.0065769595094025135,1,0.08695652335882187,1,0.018053831532597542,1,0.48481741547584534,1,3,3.2165729999542236
images_00008712,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Sadness\205-6G-434-F-S.jpg,Emotion/train/Sadness/205-6G-434-F-S.jpg,Sad,1,Sadness,val,Dataset/Images,0.11536926031112671,1,0.8846307396888733,1,0.9309500455856323,1,0.49651437997817993,1,0.3761447072029114,1,0.7002758979797363,1,0.2997240722179413,1,0.3370727598667145,1,0.24822641909122467,1,14.513553619384766,1,42.785308837890625,1,0.15994013845920563,1,8.0,1,0.35081741213798523,1,0.008659573271870613,1,0.22291666269302368,1,0.011359065771102905,1,0.23073852062225342,1,0,3.2900660037994385
images_00003929,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\199-4A-537-F-H.jpg,Emotion/train/Happiness/199-4A-537-F-H.jpg,Happy,0,Happiness,train,Dataset/Images,0.057018302381038666,1,0.9429817199707031,1,0.9779005646705627,1,0.42540276050567627,1,0.6702457666397095,1,0.21877366304397583,1,0.7812263369560242,1,0.3840365409851074,1,0.24038401246070862,1,8.524689674377441,1,23.03824234008789,1,0.1650265008211136,1,10.0,1,0.6203919649124146,1,0.0038469010032713413,1,0.12072893232107162,1,0.12231000512838364,1,0.18780213594436646,1,2,2.6450910568237305
images_00009288,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Sadness\212-6F-455-F-S.jpg,Emotion/train/Sadness/212-6F-455-F-S.jpg,Sad,1,Sadness,train,Dataset/Images,0.10447060316801071,1,0.8955293893814087,1,1.0,1,0.5026196837425232,1,0.4050624370574951,1,0.6013014316558838,1,0.3986985385417938,1,0.5593767762184143,1,0.26069405674934387,1,18.99171257019043,1,59.99654769897461,1,0.5090120434761047,1,6.0,1,0.03669571876525879,1,3.776761150220409e-05,1,0.15281757712364197,1,0.5743640065193176,1,0.20894120633602142,1,3,3.7784178256988525
images_00001824,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-2F-484-F-H.jpg,Emotion/train/Happiness/101-2F-484-F-H.jpg,Happy,0,Happiness,train,Dataset/Images,0.06284530460834503,1,0.9371547102928162,1,0.95703125,1,0.3287184238433838,1,0.5216348767280579,1,0.4101991653442383,1,0.5898008346557617,1,0.5517001748085022,1,0.2600752115249634,1,5.179557800292969,1,22.013120651245117,1,0.3829841911792755,1,12.0,1,0.5395520925521851,1,0.006091375835239887,1,0.1473684161901474,1,0.8191222548484802,1,0.3667127192020416,1,3,3.627925157546997
images_00007198,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Sadness\104-2H-1200-M-S.jpg,Emotion/train/Sadness/104-2H-1200-M-S.jpg,Sad,1,Sadness,val,Dataset/Images,0.02827175334095955,1,0.9717282652854919,1,0.8900746703147888,1,0.5596045851707458,1,0.7577643394470215,1,0.10973282158374786,1,0.8902671933174133,1,0.476909875869751,1,0.267769455909729,1,1.6725655794143677,1,7.175846099853516,1,0.3828244209289551,1,7.0,1,0.23326432704925537,1,0.005551838781684637,1,0.1827957034111023,1,0.719269871711731,1,0.4729152321815491,1,3,4.213674545288086
images_00008809,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Sadness\205-7H-298-F-S.jpg,Emotion/train/Sadness/205-7H-298-F-S.jpg,Sad,1,Sadness,train,Dataset/Images,0.011529912240803242,1,0.9884700775146484,1,0.8055076003074646,1,0.49686604738235474,1,0.4271465539932251,1,0.591951310634613,1,0.4080486595630646,1,0.38564780354499817,1,0.19397051632404327,1,2.2121028900146484,1,4.909789562225342,1,0.02012166567146778,1,2.0,1,0.18841242790222168,1,5.395373136707349e-06,1,0.09302325546741486,1,0.4054584503173828,1,0.41245466470718384,1,0,2.9437873363494873
images_00000429,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\205-6D-500-F-H.jpg,Emotion/test/Happiness/205-6D-500-F-H.jpg,Happy,0,Happiness,test,Dataset/Images,0.10374762862920761,1,0.8962523937225342,1,1.0,1,0.4663638770580292,1,0.5282641649246216,1,0.43262779712677,1,0.56737220287323,1,0.47971269488334656,1,0.24361079931259155,1,17.804731369018555,1,46.184391021728516,1,0.25617557764053345,1,10.0,1,0.13704437017440796,1,0.017200449481606483,1,0.14432989060878754,1,0.09998319298028946,1,0.20749525725841522,1,2,1.6521879434585571
images_00002512,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2B-1178-F-H.jpg,Emotion/train/Happiness/104-2B-1178-F-H.jpg,Happy,0,Happiness,val,Dataset/Images,0.11726842820644379,1,0.882731556892395,1,1.0,1,0.45700088143348694,1,0.6382758617401123,1,0.26450425386428833,1,0.7354957461357117,1,0.5202673673629761,1,0.2532632648944855,1,10.952607154846191,1,45.536949157714844,1,0.4410398006439209,1,12.0,1,0.6214731931686401,1,0.001559262746013701,1,0.20370370149612427,1,0.12608478963375092,1,0.23453685641288757,1,3,2.340099334716797
images_00003077,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\106-4B-864-F-H.jpg,Emotion/train/Happiness/106-4B-864-F-H.jpg,Happy,0,Happiness,val,Dataset/Images,0.08670903742313385,1,0.9132909774780273,1,1.0,1,0.44428446888923645,1,0.4918278753757477,1,0.5717752575874329,1,0.42822474241256714,1,0.38774749636650085,1,0.19322587549686432,1,11.330283164978027,1,36.36481475830078,1,0.07385974377393723,1,12.0,1,0.25215697288513184,1,0.0,1,0.11311475187540054,1,0.2699948847293854,1,0.1734180748462677,1,2,2.8636319637298584
images_00002798,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\105-2C-1081-M-H.jpg,Emotion/train/Happiness/105-2C-1081-M-H.jpg,Happy,0,Happiness,val,Dataset/Images,0.1620122641324997,1,0.8379877209663391,1,1.0,1,0.4947335720062256,1,0.5792245864868164,1,0.3506726920604706,1,0.649327278137207,1,0.48123136162757874,1,0.23727166652679443,1,12.139589309692383,1,59.24119567871094,1,0.3160383701324463,1,12.0,1,0.45726779103279114,1,0.004645416047424078,1,0.263005793094635,1,0.1883242428302765,1,0.3240245282649994,1,2,2.9259021282196045
images_00000534,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\212-6D-299-F-H.jpg,Emotion/test/Happiness/212-6D-299-F-H.jpg,Happy,0,Happiness,test,Dataset/Images,0.1516045778989792,1,0.8483954071998596,1,1.0,1,0.49075978994369507,1,0.4843558371067047,1,0.49218833446502686,1,0.5078116655349731,1,0.247884601354599,1,0.1648961901664734,1,60.53608322143555,1,118.1047134399414,1,0.04188761115074158,1,8.0,1,0.06706278026103973,1,0.0,1,0.11551433056592941,1,0.01913260854780674,1,0.3032091557979584,1,1,4.444342613220215
images_00007819,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Sadness\107-4A-1055-F-S.jpg,Emotion/train/Sadness/107-4A-1055-F-S.jpg,Sad,1,Sadness,val,Dataset/Images,0.037303607910871506,1,0.962696373462677,1,1.0,1,0.5686590671539307,1,0.6470457315444946,1,0.3206537365913391,1,0.6793462634086609,1,0.32685598731040955,1,0.2529895305633545,1,11.330283164978027,1,16.995424270629883,1,0.2063928246498108,1,10.0,1,0.08848157525062561,1,0.003997971303761005,1,0.08666666597127914,1,0.229981929063797,1,0.07460721582174301,1,2,3.2775075435638428
images_00000346,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\110-4Y-1411-F-H.jpg,Emotion/test/Happiness/110-4Y-1411-F-H.jpg,Happy,0,Happiness,test,Dataset/Images,0.14741776883602142,1,0.8525822162628174,1,0.99609375,1,0.47137928009033203,1,0.4404572546482086,1,0.5445229411125183,1,0.4554770588874817,1,0.46332091093063354,1,0.25025036931037903,1,14.783321380615234,1,55.73420333862305,1,0.2991984784603119,1,9.0,1,0.1596706658601761,1,0.008476130664348602,1,0.21135646104812622,1,0.17686927318572998,1,0.29483553767204285,1,2,3.0595030784606934
images_00010736,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Sadness\280-6M-296-F-S.jpg,Emotion/train/Sadness/280-6M-296-F-S.jpg,Sad,1,Sadness,train,Dataset/Images,0.1342584639787674,1,0.8657415509223938,1,1.0,1,0.5550457239151001,1,0.5926020741462708,1,0.29774153232574463,1,0.7022584676742554,1,0.34737685322761536,1,0.18769407272338867,1,25.735929489135742,1,71.32682800292969,1,0.09471949934959412,1,10.0,1,0.1646452248096466,1,0.005994259379804134,1,0.1758584827184677,1,0.141449972987175,1,0.2685169279575348,1,2,2.023768663406372
images_00002502,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\104-2A-173-M-H.jpg,Emotion/train/Happiness/104-2A-173-M-H.jpg,Happy,0,Happiness,val,Dataset/Images,0.19733037054538727,1,0.8026696443557739,1,0.9510747790336609,1,0.4690837562084198,1,0.6652525663375854,1,0.20998524129390717,1,0.7900147438049316,1,0.487959086894989,1,0.20389628410339355,1,30.753625869750977,1,91.12784576416016,1,0.27686333656311035,1,11.0,1,0.4192635715007782,1,0.007726173847913742,1,0.17223836481571198,1,0.06792604923248291,1,0.39466074109077454,1,2,3.5651402473449707
images_00000066,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-4C-551-M-H.jpg,Emotion/test/Happiness/101-4C-551-M-H.jpg,Happy,0,Happiness,test,Dataset/Images,0.08035328984260559,1,0.9196467399597168,1,0.9640883803367615,1,0.45026618242263794,1,0.538884162902832,1,0.4077754616737366,1,0.5922245383262634,1,0.360365629196167,1,0.20793989300727844,1,18.937759399414062,1,44.4578742980957,1,0.17236284911632538,1,9.0,1,0.18369106948375702,1,2.1581492546829395e-05,1,0.13458950817584991,1,0.2113695740699768,1,0.16070657968521118,1,2,1.7059980630874634
images_00010680,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Sadness\280-6G-468-M-S.jpg,Emotion/train/Sadness/280-6G-468-M-S.jpg,Sad,1,Sadness,val,Dataset/Images,0.07590749859809875,1,0.9240924715995789,1,0.9699801206588745,1,0.5071068406105042,1,0.5960724949836731,1,0.4518444836139679,1,0.5481555461883545,1,0.19890259206295013,1,0.15114247798919678,1,13.27261734008789,1,35.069923400878906,1,0.0027720520738512278,1,3.0,1,0.0,1,9.711671009426937e-05,1,0.15072932839393616,1,0.17814311385154724,1,0.1518149971961975,1,2,3.791792154312134
images_00010707,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Sadness\280-6H-826-F-S.jpg,Emotion/train/Sadness/280-6H-826-F-S.jpg,Sad,1,Sadness,val,Dataset/Images,0.06580197066068649,1,0.9341980218887329,1,0.984375,1,0.4965299963951111,1,0.45463553071022034,1,0.5439488291740417,1,0.45605117082595825,1,0.4847783148288727,1,0.242506206035614,1,7.499568462371826,1,17.96659278869629,1,0.23458510637283325,1,10.0,1,0.48585376143455505,1,0.012031681835651398,1,0.0572916679084301,1,0.04910854250192642,1,0.2566255033016205,1,3,3.018235206604004
images_00002372,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\103-4A-1412-M-H.jpg,Emotion/train/Happiness/103-4A-1412-M-H.jpg,Happy,0,Happiness,val,Dataset/Images,0.04966980218887329,1,0.9503301978111267,1,0.9917126893997192,1,0.5389791131019592,1,0.47629037499427795,1,0.4926135241985321,1,0.5073865056037903,1,0.18370157480239868,1,0.14140155911445618,1,14.999136924743652,1,25.897790908813477,1,0.002281120978295803,1,6.0,1,0.3937907814979553,1,0.0,1,0.11881188303232193,1,0.19889509677886963,1,0.09933960437774658,1,0,3.3204874992370605
images_00003776,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\112-4C-685-M-H.jpg,Emotion/train/Happiness/112-4C-685-M-H.jpg,Happy,0,Happiness,train,Dataset/Images,0.021630050614476204,1,0.978369951248169,1,0.6126607656478882,1,0.3380070626735687,1,0.38864970207214355,1,0.827637791633606,1,0.17236217856407166,1,0.3937855660915375,1,0.23768655955791473,1,0.8093059659004211,1,7.229799747467041,1,0.17261162400245667,1,3.0,1,1.0,1,0.002023264765739441,1,0.20588235557079315,1,0.25999996066093445,1,0.5027948021888733,1,0,4.1668524742126465
images_00010315,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Sadness\250-6J-1050-F-S.jpg,Emotion/train/Sadness/250-6J-1050-F-S.jpg,Sad,1,Sadness,val,Dataset/Images,0.08833304792642593,1,0.9116669297218323,1,0.98046875,1,0.4323790669441223,1,0.6095747947692871,1,0.2887246608734131,1,0.7112753391265869,1,0.6138972640037537,1,0.27433350682258606,1,4.586067199707031,1,26.437326431274414,1,0.49126556515693665,1,12.0,1,0.7035990357398987,1,0.04726886376738548,1,0.1946721374988556,1,0.15685111284255981,1,0.4473627507686615,1,3,2.191094398498535
images_00000030,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1H-236-M-H.jpg,Emotion/test/Happiness/101-1H-236-M-H.jpg,Happy,0,Happiness,test,Dataset/Images,0.024397876113653183,1,0.9756021499633789,1,0.36008718609809875,1,0.33953148126602173,1,0.8467314839363098,1,0.0008845643606036901,1,0.9991154074668884,1,0.18381333351135254,1,0.17402128875255585,1,5.665141582489014,1,12.948895454406738,1,0.0495356023311615,1,5.0,1,0.9663690328598022,1,0.0006420493591576815,1,0.14473684132099152,1,0.007059336174279451,1,0.26553866267204285,1,2,6.9784770011901855
images_00010095,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Sadness\240-5E-307-M-S.jpg,Emotion/train/Sadness/240-5E-307-M-S.jpg,Sad,1,Sadness,train,Dataset/Images,0.04846663400530815,1,0.9515333771705627,1,0.4657285809516907,1,0.4611496925354004,1,0.42822784185409546,1,0.6827340722084045,1,0.31726595759391785,1,0.5312858819961548,1,0.1407889425754547,1,6.4204936027526855,1,26.113605499267578,1,0.17199154198169708,1,3.0,1,0.9999291300773621,1,0.0003830714849755168,1,0.19028340280056,1,0.049109894782304764,1,0.27590858936309814,1,0,2.9700348377227783
images_00000486,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\207-6B-66-F-H.jpg,Emotion/test/Happiness/207-6B-66-F-H.jpg,Happy,0,Happiness,test,Dataset/Images,0.07473131269216537,1,0.9252687096595764,1,1.0,1,0.5083870887756348,1,0.6409077048301697,1,0.31817197799682617,1,0.6818280220031738,1,0.433711975812912,1,0.2092895209789276,1,13.70424747467041,1,36.796443939208984,1,0.14258898794651031,1,9.0,1,0.4313713610172272,1,0.0014135877136141062,1,0.14650766551494598,1,0.1647578775882721,1,0.14946262538433075,1,2,1.4953449964523315
images_00000894,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Sadness\102-1C-1084-F-S.jpg,Emotion/test/Sadness/102-1C-1084-F-S.jpg,Sad,1,Sadness,test,Dataset/Images,0.07414861023426056,1,0.9258514046669006,1,1.0,1,0.5151242017745972,1,0.6739615797996521,1,0.20490431785583496,1,0.795095682144165,1,0.5786920189857483,1,0.3036610186100006,1,4.963743209838867,1,20.556371688842773,1,0.35334351658821106,1,9.0,1,0.5099566578865051,1,0.029188968241214752,1,0.20454545319080353,1,0.08557847887277603,1,0.40011006593704224,1,3,2.354260206222534
images_00010462,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Sadness\250-8H-1413-F-S.jpg,Emotion/train/Sadness/250-8H-1413-F-S.jpg,Sad,1,Sadness,train,Dataset/Images,0.06874784082174301,1,0.9312521815299988,1,0.76953125,1,0.4955621659755707,1,0.46704983711242676,1,0.5762046575546265,1,0.42379531264305115,1,0.7112839818000793,1,0.2453761100769043,1,17.64286994934082,1,34.80015563964844,1,0.5854653716087341,1,5.0,1,0.9635623693466187,1,0.10642372816801071,1,0.1958041936159134,1,0.03209030628204346,1,0.13749568164348602,1,3,4.501696586608887
images_00001245,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Sadness\205-6D-500-F-S.jpg,Emotion/test/Sadness/205-6D-500-F-S.jpg,Sad,1,Sadness,test,Dataset/Images,0.11644294112920761,1,0.8835570812225342,1,1.0,1,0.4506489634513855,1,0.5853225588798523,1,0.2921415865421295,1,0.7078583836555481,1,0.49443620443344116,1,0.24444404244422913,1,11.65400505065918,1,38.41505432128906,1,0.24928180873394012,1,9.0,1,0.12857554852962494,1,0.025039926171302795,1,0.1516483575105667,1,0.10552287101745605,1,0.23288588225841522,1,2,1.7370548248291016
images_00001130,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Sadness\109-3O-1820-F-S.jpg,Emotion/test/Sadness/109-3O-1820-F-S.jpg,Sad,1,Sadness,test,Dataset/Images,0.07492014765739441,1,0.9250798225402832,1,1.0,1,0.497590035200119,1,0.6963872313499451,1,0.240169957280159,1,0.7598300576210022,1,0.39596742391586304,1,0.2113420069217682,1,8.740504264831543,1,26.761049270629883,1,0.1253780722618103,1,12.0,1,0.5272203087806702,1,0.0019477296154946089,1,0.13498099148273468,1,0.0931098461151123,1,0.2128150910139084,1,2,2.0450000762939453
images_00008730,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Sadness\205-6Q-890-F-S.jpg,Emotion/train/Sadness/205-6Q-890-F-S.jpg,Sad,1,Sadness,train,Dataset/Images,0.08122733980417252,1,0.9187726378440857,1,1.0,1,0.4611950218677521,1,0.6534755825996399,1,0.2460976392030716,1,0.7539023756980896,1,0.4061397910118103,1,0.25259873270988464,1,21.63544464111328,1,34.90806198120117,1,0.1568249762058258,1,9.0,1,0.08776069432497025,1,0.011891402304172516,1,0.15409836173057556,1,0.2000102400779724,1,0.16245467960834503,1,2,1.721041202545166
images_00006710,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Sadness\102-3C-527-F-S.jpg,Emotion/train/Sadness/102-3C-527-F-S.jpg,Sad,1,Sadness,val,Dataset/Images,0.1225990578532219,1,0.8774009346961975,1,0.9582505822181702,1,0.5477317571640015,1,0.6377895474433899,1,0.2406812459230423,1,0.7593187689781189,1,0.48541057109832764,1,0.19977149367332458,1,19.423341751098633,1,62.10074234008789,1,0.20895127952098846,1,10.0,1,0.3264804482460022,1,0.003474620170891285,1,0.15697674453258514,1,0.01757551170885563,1,0.2451981157064438,1,2,1.6928110122680664
images_00005176,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\214-8J-401-M-H.jpg,Emotion/train/Happiness/214-8J-401-M-H.jpg,Happy,0,Happiness,train,Dataset/Images,0.12473562359809875,1,0.8752643465995789,1,0.988950252532959,1,0.44683966040611267,1,0.5750982165336609,1,0.3427916467189789,1,0.6572083830833435,1,0.34088656306266785,1,0.19772416353225708,1,36.25690460205078,1,70.67938232421875,1,0.07409489899873734,1,11.0,1,0.49629703164100647,1,0.005071650724858046,1,0.16934306919574738,1,0.002442569937556982,1,0.2494712471961975,1,2,2.067768096923828
