sample_id,image_path,rel_path,label,label_id,original_label,split,source
images_00000010,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1C-837-F-H.jpg,Emotion/test/Happiness/101-1C-837-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000011,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1D-1053-F-H.jpg,Emotion/test/Happiness/101-1D-1053-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000012,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1D-146-F-H.jpg,Emotion/test/Happiness/101-1D-146-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000013,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1D-258-M-H.jpg,Emotion/test/Happiness/101-1D-258-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000014,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1D-33-M-H.jpg,Emotion/test/Happiness/101-1D-33-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000015,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1D-415-F-H.jpg,Emotion/test/Happiness/101-1D-415-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000016,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1D-510-M-H.jpg,Emotion/test/Happiness/101-1D-510-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000017,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1D-696-F-H.jpg,Emotion/test/Happiness/101-1D-696-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000018,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1D-712-M-H.jpg,Emotion/test/Happiness/101-1D-712-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000019,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1D-901-F-H.jpg,Emotion/test/Happiness/101-1D-901-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000020,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1E-1243-M-H.jpg,Emotion/test/Happiness/101-1E-1243-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000021,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1E-180-F-H.jpg,Emotion/test/Happiness/101-1E-180-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000022,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1E-497-M-H.jpg,Emotion/test/Happiness/101-1E-497-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000023,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1E-515-M-H.jpg,Emotion/test/Happiness/101-1E-515-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000024,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1E-911-F-H.jpg,Emotion/test/Happiness/101-1E-911-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000025,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1F-291-M-H.jpg,Emotion/test/Happiness/101-1F-291-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000026,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1F-456-F-H.jpg,Emotion/test/Happiness/101-1F-456-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000027,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1F-582-M-H.jpg,Emotion/test/Happiness/101-1F-582-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000028,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1H-1073-M-H.jpg,Emotion/test/Happiness/101-1H-1073-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000029,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1H-108-M-H.jpg,Emotion/test/Happiness/101-1H-108-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000030,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1H-236-M-H.jpg,Emotion/test/Happiness/101-1H-236-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000031,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1H-322-F-H.jpg,Emotion/test/Happiness/101-1H-322-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000032,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1H-406-M-H.jpg,Emotion/test/Happiness/101-1H-406-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000033,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1H-621-M-H.jpg,Emotion/test/Happiness/101-1H-621-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000034,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1H-888-M-H.jpg,Emotion/test/Happiness/101-1H-888-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000035,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1I-348-M-H.jpg,Emotion/test/Happiness/101-1I-348-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000036,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1I-450-F-H.jpg,Emotion/test/Happiness/101-1I-450-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000037,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1I-681-F-H.jpg,Emotion/test/Happiness/101-1I-681-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000038,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1I-815-M-H.jpg,Emotion/test/Happiness/101-1I-815-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000039,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1Q-181-F-H.jpg,Emotion/test/Happiness/101-1Q-181-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000040,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1Q-247-F-H.jpg,Emotion/test/Happiness/101-1Q-247-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000041,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1Q-53-M-H.jpg,Emotion/test/Happiness/101-1Q-53-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000042,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-1Q-914-M-H.jpg,Emotion/test/Happiness/101-1Q-914-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000043,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2A-241-M-H.jpg,Emotion/test/Happiness/101-2A-241-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000044,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2A-562-M-H.jpg,Emotion/test/Happiness/101-2A-562-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000045,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2A-850-M-H.jpg,Emotion/test/Happiness/101-2A-850-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000046,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2B-937-M-H.jpg,Emotion/test/Happiness/101-2B-937-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000047,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2E-68-M-H.jpg,Emotion/test/Happiness/101-2E-68-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000048,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2F-531-F-H.jpg,Emotion/test/Happiness/101-2F-531-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000049,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2F-996-F-H.jpg,Emotion/test/Happiness/101-2F-996-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000050,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2G-11-F-H.jpg,Emotion/test/Happiness/101-2G-11-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000051,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2G-1214-F-H.jpg,Emotion/test/Happiness/101-2G-1214-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000052,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2G-1242-M-H.jpg,Emotion/test/Happiness/101-2G-1242-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000053,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2H-1034-F-H.jpg,Emotion/test/Happiness/101-2H-1034-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000054,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2H-1140-M-H.jpg,Emotion/test/Happiness/101-2H-1140-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000055,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2H-154-F-H.jpg,Emotion/test/Happiness/101-2H-154-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000056,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2H-49-F-H.jpg,Emotion/test/Happiness/101-2H-49-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000057,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2Z-1190-F-H.jpg,Emotion/test/Happiness/101-2Z-1190-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000058,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2Z-570-F-H.jpg,Emotion/test/Happiness/101-2Z-570-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000059,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-2Z-636-M-H.jpg,Emotion/test/Happiness/101-2Z-636-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000060,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-3F-398-M-H.jpg,Emotion/test/Happiness/101-3F-398-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000061,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-3F-480-M-H.jpg,Emotion/test/Happiness/101-3F-480-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000062,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-3F-568-M-H.jpg,Emotion/test/Happiness/101-3F-568-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000063,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-4C-1005-F-H.jpg,Emotion/test/Happiness/101-4C-1005-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000064,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-4C-1108-M-H.jpg,Emotion/test/Happiness/101-4C-1108-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000065,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-4C-1164-F-H.jpg,Emotion/test/Happiness/101-4C-1164-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000066,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-4C-551-M-H.jpg,Emotion/test/Happiness/101-4C-551-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000067,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-4C-885-M-H.jpg,Emotion/test/Happiness/101-4C-885-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000068,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-4E-105-F-H.jpg,Emotion/test/Happiness/101-4E-105-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000069,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-4E-149-F-H.jpg,Emotion/test/Happiness/101-4E-149-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000070,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-4E-157-M-H.jpg,Emotion/test/Happiness/101-4E-157-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000071,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-4E-429-M-H.jpg,Emotion/test/Happiness/101-4E-429-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000072,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-4E-565-M-H.jpg,Emotion/test/Happiness/101-4E-565-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000073,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-4E-587-F-H.jpg,Emotion/test/Happiness/101-4E-587-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000074,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-4E-669-F-H.jpg,Emotion/test/Happiness/101-4E-669-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000075,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-4E-720-M-H.jpg,Emotion/test/Happiness/101-4E-720-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000076,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\101-4E-83-M-H.jpg,Emotion/test/Happiness/101-4E-83-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000077,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-1A-295-F-H.jpg,Emotion/test/Happiness/102-1A-295-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000078,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-1C-1084-F-H.jpg,Emotion/test/Happiness/102-1C-1084-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000079,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-1C-1152-F-H.jpg,Emotion/test/Happiness/102-1C-1152-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000080,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-1C-144-F-H.jpg,Emotion/test/Happiness/102-1C-144-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000081,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-1C-368-M-H.jpg,Emotion/test/Happiness/102-1C-368-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000082,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-1C-453-M-H.jpg,Emotion/test/Happiness/102-1C-453-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000083,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-1D-1087-M-H.jpg,Emotion/test/Happiness/102-1D-1087-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000084,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-1D-381-M-H.jpg,Emotion/test/Happiness/102-1D-381-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000085,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-1D-384-F-H.jpg,Emotion/test/Happiness/102-1D-384-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000086,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-1E-1096-M-H.jpg,Emotion/test/Happiness/102-1E-1096-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000087,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-1E-613-M-H.jpg,Emotion/test/Happiness/102-1E-613-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000088,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-2A-1018-M-H.jpg,Emotion/test/Happiness/102-2A-1018-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000089,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-2B-262-F-H.jpg,Emotion/test/Happiness/102-2B-262-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000090,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-2B-886-F-H.jpg,Emotion/test/Happiness/102-2B-886-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000091,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-2B-948-M-H.jpg,Emotion/test/Happiness/102-2B-948-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000092,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-2C-843-F-H.jpg,Emotion/test/Happiness/102-2C-843-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000093,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-2C-923-M-H.jpg,Emotion/test/Happiness/102-2C-923-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000094,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-2E-256-F-H.jpg,Emotion/test/Happiness/102-2E-256-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000095,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-2F-264-F-H.jpg,Emotion/test/Happiness/102-2F-264-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000096,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-2F-446-F-H.jpg,Emotion/test/Happiness/102-2F-446-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000097,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-2F-879-F-H.jpg,Emotion/test/Happiness/102-2F-879-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000098,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-2F-906-F-H.jpg,Emotion/test/Happiness/102-2F-906-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000099,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-2F-998-M-H.jpg,Emotion/test/Happiness/102-2F-998-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000100,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-2G-1024-M-H.jpg,Emotion/test/Happiness/102-2G-1024-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000101,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-3C-652-F-H.jpg,Emotion/test/Happiness/102-3C-652-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000102,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-3C-713-M-H.jpg,Emotion/test/Happiness/102-3C-713-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000103,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-3D-503-F-H.jpg,Emotion/test/Happiness/102-3D-503-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000104,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-3G-429-F-H.jpg,Emotion/test/Happiness/102-3G-429-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000105,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-3G-575-M-H.jpg,Emotion/test/Happiness/102-3G-575-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000106,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-3G-700-F-H.jpg,Emotion/test/Happiness/102-3G-700-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000107,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-3G-703-M-H.jpg,Emotion/test/Happiness/102-3G-703-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000108,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-3G-712-F-H.jpg,Emotion/test/Happiness/102-3G-712-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000109,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4A-463-M-H.jpg,Emotion/test/Happiness/102-4A-463-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000110,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4A-53-F-H.jpg,Emotion/test/Happiness/102-4A-53-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000111,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4A-545-F-H.jpg,Emotion/test/Happiness/102-4A-545-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000112,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4A-673-M-H.jpg,Emotion/test/Happiness/102-4A-673-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000113,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4B-219-F-H.jpg,Emotion/test/Happiness/102-4B-219-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000114,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4B-383-F-H.jpg,Emotion/test/Happiness/102-4B-383-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000115,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4B-77-M-H.jpg,Emotion/test/Happiness/102-4B-77-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000116,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4C-140-M-H.jpg,Emotion/test/Happiness/102-4C-140-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000117,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4C-50-F-H.jpg,Emotion/test/Happiness/102-4C-50-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000118,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4C-52-M-H.jpg,Emotion/test/Happiness/102-4C-52-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000119,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4D-126-M-H.jpg,Emotion/test/Happiness/102-4D-126-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000120,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4E-128-F-H.jpg,Emotion/test/Happiness/102-4E-128-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000121,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4F-199-F-H.jpg,Emotion/test/Happiness/102-4F-199-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000122,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4F-206-M-H.jpg,Emotion/test/Happiness/102-4F-206-M-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000123,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4F-32-F-H.jpg,Emotion/test/Happiness/102-4F-32-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000124,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4F-405-F-H.jpg,Emotion/test/Happiness/102-4F-405-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000125,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\102-4G-704-F-H.jpg,Emotion/test/Happiness/102-4G-704-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
images_00000126,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\test\Happiness\103-1A-1360-F-H.jpg,Emotion/test/Happiness/103-1A-1360-F-H.jpg,Happy,0,Happiness,test,Dataset/Images
