sample_id,image_path,label,label_id,split,source,confidence,sample_weight,sha256,width,height,prob_Happy,prob_Sad,prob_Angry,prob_Fear,fg_area_ratio,fg_area_ratio_valid,empty_space_ratio,empty_space_ratio_valid,bbox_area_ratio,bbox_area_ratio_valid,centroid_x_norm,centroid_x_norm_valid,centroid_y_norm,centroid_y_norm_valid,top_mass_ratio,top_mass_ratio_valid,bottom_mass_ratio,bottom_mass_ratio_valid,stroke_darkness_mean,stroke_darkness_mean_valid,stroke_darkness_std,stroke_darkness_std_valid,component_count_norm,component_count_norm_valid,skeleton_break_count_norm,skeleton_break_count_norm_valid,shading_ratio,shading_ratio_valid,unique_hue_count,unique_hue_count_valid,warm_ratio,warm_ratio_valid,dark_color_ratio,dark_color_ratio_valid,sharp_angle_ratio,sharp_angle_ratio_valid,dominant_orientation_abs,dominant_orientation_abs_valid,figure_integrity_proxy,figure_integrity_proxy_valid,phenotype_cluster,phenotype_distance
real_train_000010,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\new_f54.jpg,Fear,3,train,real:data,1.0,1.0,ad2ada17734d8fe220b8a0eb25e68098a3ef97dc96c97c63afe7d0fc2677cb65,1080,850,,,,,0.2435326725244522,1,0.756467342376709,1,1.0,1,0.49368762969970703,1,0.5305549502372742,1,0.49568578600883484,1,0.5043142437934875,1,0.5973286032676697,1,0.1610473096370697,1,26.23093605041504,1,90.53376770019531,1,0.34936460852622986,1,18.0,1,0.21613793075084686,1,0.05294880270957947,1,0.12681637704372406,1,0.06894168257713318,1,0.4870653450489044,1,3,2.1700439453125
real_train_000011,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a8.jpg,Angry,2,train,real:NewArts2,1.0,1.0,dc1ee9ddcfb764f5701c4a442508d9acd317ebb2cb35735bbfdd83f47b887e2d,417,352,,,,,0.14086003601551056,1,0.8591399788856506,1,0.9247874617576599,1,0.46891412138938904,1,0.4995446503162384,1,0.5125749707221985,1,0.4874250292778015,1,0.7973639369010925,1,0.08428403735160828,1,5.995203971862793,1,35.83496856689453,1,0.9122170805931091,1,11.0,1,0.7283300161361694,1,0.08651487529277802,1,0.17428570985794067,1,0.49854207038879395,1,0.48195987939834595,1,2,3.4446418285369873
real_train_000012,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\h96.jpeg,Happy,0,train,real:data,1.0,1.0,b7b04d7838b132ed0cf765a4f23393586ffe87161ef96c9e8c0472aa72d1c8a9,300,168,,,,,0.18704365193843842,1,0.8129563331604004,1,1.0,1,0.49265408515930176,1,0.4565047323703766,1,0.5957356691360474,1,0.404264360666275,1,0.5900444984436035,1,0.16173191368579865,1,50.595237731933594,1,112.8968276977539,1,0.42473745346069336,1,14.0,1,0.3523843288421631,1,0.02996031753718853,1,0.09335443377494812,1,0.0323856845498085,1,0.37408730387687683,1,3,3.152662992477417
real_train_000013,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Fear\f81.jpeg,Fear,3,train,real:NewArts2,1.0,1.0,a7c4356e42e87f38fa1fe6ce2f61ca6e9a0b66eabf63ba68139ad6efb1c63aaf,275,183,,,,,0.22040735185146332,1,0.7795926332473755,1,0.9562841653823853,1,0.4642622172832489,1,0.47295546531677246,1,0.5134330987930298,1,0.4865669012069702,1,0.530860960483551,1,0.23513534665107727,1,10.332836151123047,1,54.048683166503906,1,0.29661017656326294,1,15.0,1,0.3359978199005127,1,0.016592150554060936,1,0.12941177189350128,1,0.14193515479564667,1,0.44081470370292664,1,3,2.881110429763794
real_train_000014,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\new_f17.jpeg,Fear,3,train,real:data,1.0,1.0,d4d71c6456c94240827ff24641b1a82df1d822c7073371d8e305a8e338f42ca3,246,188,,,,,0.06893271207809448,1,0.9310672879219055,1,0.40797439217567444,1,0.3711593747138977,1,0.5892041921615601,1,0.3249686360359192,1,0.6750313639640808,1,0.5947610139846802,1,0.3550630509853363,1,2.1622557640075684,1,17.514270782470703,1,0.6047678589820862,1,7.0,1,0.017103763297200203,1,0.03275817260146141,1,0.290909081697464,1,0.7922545671463013,1,0.5297526121139526,1,2,7.4067301750183105
real_train_000015,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s115.jpeg,Sad,1,train,real:data,1.0,1.0,abe43628eee0ea32e0f8d7d8881154457ba125a3ca10a15b0812016d0df8d631,187,270,,,,,0.18494752049446106,1,0.8150525093078613,1,0.9888888597488403,1,0.520818829536438,1,0.5503200888633728,1,0.4397087097167969,1,0.5602912902832031,1,0.6137217283248901,1,0.19838206470012665,1,23.37096405029297,1,68.5284194946289,1,0.43981581926345825,1,13.0,1,0.32880547642707825,1,0.07690631598234177,1,0.18611986935138702,1,0.9891052842140198,1,0.3698950409889221,1,2,2.77449369430542
real_train_000016,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\f43.jpg,Fear,3,train,real:data,1.0,1.0,47b488d5d74b34a7f503ce610a506664a1db62945c0d001f652abbbb6eee0ec7,183,275,,,,,0.22253353893756866,1,0.7774664759635925,1,0.9636363387107849,1,0.4752829670906067,1,0.5020058751106262,1,0.4932583272457123,1,0.5067417025566101,1,0.5879061222076416,1,0.14736005663871765,1,51.862892150878906,1,111.07799530029297,1,0.42869898676872253,1,10.0,1,0.7971423268318176,1,0.029965225607156754,1,0.17525772750377655,1,0.9527903199195862,1,0.44506707787513733,1,3,2.8295199871063232
real_train_000017,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\f64.jpeg,Fear,3,train,real:data,1.0,1.0,860af3941145cf0f3d5d9761361073e9cb763d4ea0460c3f85014b2e58afc6a4,275,183,,,,,0.2209836095571518,1,0.779016375541687,1,0.8546448349952698,1,0.4732625484466553,1,0.5232172608375549,1,0.4552648067474365,1,0.5447351932525635,1,0.4124487638473511,1,0.2048853635787964,1,8.345752716064453,1,44.51068115234375,1,0.14728891849517822,1,12.0,1,0.8661191463470459,1,0.0009736711508594453,1,0.0,1,0.045284874737262726,1,0.5246796011924744,1,1,4.258660793304443
real_train_000018,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a92.jpeg,Angry,2,train,real:NewArts2,1.0,1.0,f083a2848a83d802fbc83ccfb5733b8abb8357bb81d9654efc99b6523867a5b9,279,181,,,,,0.19422166049480438,1,0.8057783246040344,1,0.9713261723518372,1,0.5601118803024292,1,0.5836649537086487,1,0.35338500142097473,1,0.6466150283813477,1,0.4919249415397644,1,0.22694015502929688,1,10.495257377624512,1,83.56600952148438,1,0.35134583711624146,1,9.0,1,0.8436439037322998,1,0.0015445849858224392,1,0.27753305435180664,1,0.16452109813690186,1,0.38844332098960876,1,1,3.396681547164917
real_train_000019,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\new_f43.jpeg,Fear,3,train,real:data,1.0,1.0,aaa4c5172f994acd3b59e878da01dd76a2a611667f7188387eec722548eacbb7,258,195,,,,,0.20777180790901184,1,0.7922281622886658,1,0.9552574157714844,1,0.46014755964279175,1,0.599056601524353,1,0.3461207449436188,1,0.6538792848587036,1,0.39469221234321594,1,0.31454429030418396,1,39.1572265625,1,111.90618133544922,1,0.4624509811401367,1,5.0,1,0.9674996137619019,1,0.061121050268411636,1,0.2807881832122803,1,0.014757721684873104,1,0.4155436158180237,1,1,4.398773193359375
real_train_000020,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a32.jpg,Angry,2,train,real:NewArts2,1.0,1.0,b90b72439de05fe28e092f314a736f261e0738236497bbfcc1fd2a05055c0429,640,640,,,,,0.04909668117761612,1,0.9509032964706421,1,0.5469872951507568,1,0.4949937164783478,1,0.4580456018447876,1,0.5783689618110657,1,0.4216310381889343,1,0.3480180501937866,1,0.13704723119735718,1,1.7333984375,1,11.2060546875,1,0.010392839089035988,1,,0,,0,0.00018798827659338713,1,0.3145161271095276,1,0.9830800294876099,1,0.511523425579071,1,0,5.123064041137695
real_train_000021,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Sad\s5.jpg,Sad,1,train,real:NewArts2,1.0,1.0,f9ab7dce30e75bdcf2a5e74e694647c5e669d2e3258eda074e614ba8b20d9eff,1280,826,,,,,0.20033766329288483,1,0.7996623516082764,1,0.9764707684516907,1,0.5061208009719849,1,0.5156387686729431,1,0.46351733803749084,1,0.5364826321601868,1,0.42542311549186707,1,0.18043570220470428,1,45.90080261230469,1,104.90125274658203,1,0.11278817057609558,1,14.0,1,0.13051892817020416,1,0.006090155802667141,1,0.10267569124698639,1,0.004499470349401236,1,0.40067532658576965,1,3,3.0536317825317383
real_train_000022,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Sad\s45.jpg,Sad,1,train,real:NewArts2,1.0,1.0,6bc306ac4dea158d51124bf6070be3896fabbe69be45d62dbf2fa33e7ffa0f2d,252,200,,,,,0.26626983284950256,1,0.733730137348175,1,1.0,1,0.47441866993904114,1,0.5107284188270569,1,0.47116243839263916,1,0.5288375616073608,1,0.514678418636322,1,0.2417425662279129,1,48.015872955322266,1,142.06349182128906,1,0.3799552917480469,1,10.0,1,0.6410691738128662,1,0.059960316866636276,1,0.0,1,0.09099983423948288,1,0.5,1,3,3.0990147590637207
real_train_000023,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\new_a16.jpeg,Angry,2,train,real:data,1.0,1.0,fa766ec3547b3551b99eabb72bd764e151dc5cc76c3e5c81ef10b29c3bf719d2,218,147,,,,,0.3339574337005615,1,0.6660425662994385,1,1.0,1,0.4982614815235138,1,0.5028801560401917,1,0.4914969205856323,1,0.5085030794143677,1,0.566662609577179,1,0.18583987653255463,1,48.0559196472168,1,156.64981079101562,1,0.39992526173591614,1,7.0,1,0.9349967241287231,1,0.0687137246131897,1,0.19660194218158722,1,0.015101430006325245,1,0.5,1,3,3.2223916053771973
real_train_000024,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\new_images (4).jpg,Happy,0,train,real:data,1.0,1.0,ea24a16bb45af682607735409476f6051d77d75bb45f1fa02e2c1180ced8c2d0,263,191,,,,,0.2063782811164856,1,0.7936217188835144,1,0.9753349423408508,1,0.4940313994884491,1,0.4990346431732178,1,0.5042924880981445,1,0.49570754170417786,1,0.41672083735466003,1,0.23490995168685913,1,5.773097515106201,1,57.53190231323242,1,0.16050930321216583,1,16.0,1,0.3728467524051666,1,0.0036430235486477613,1,0.25550660490989685,1,0.4230455160140991,1,0.6241016983985901,1,3,3.6324117183685303
real_train_000025,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Angry\a36.jpg,Angry,2,train,real:NewArts2,1.0,1.0,93c57735059568e4552a60a5ce2b36d60887bb81248a65b1fbbb0ac369a0bf9e,640,640,,,,,0.10402832180261612,1,0.8959716558456421,1,1.0,1,0.4573277533054352,1,0.49733424186706543,1,0.48378315567970276,1,0.5162168741226196,1,0.8285053372383118,1,0.19942361116409302,1,33.0810546875,1,43.359375,1,0.8221544027328491,1,6.0,1,0.9493457674980164,1,0.15764647722244263,1,0.12351945787668228,1,0.9356765747070312,1,0.20805664360523224,1,2,3.3295645713806152
real_train_000026,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\f82.jpg,Fear,3,train,real:data,1.0,1.0,6bc9479f5625422c83adbbfe540ed588a564cb13b11c83d7bf93c262b954863d,640,640,,,,,0.12715332210063934,1,0.8728466629981995,1,1.0,1,0.5071078538894653,1,0.48025983572006226,1,0.5619791746139526,1,0.43802082538604736,1,0.6411028504371643,1,0.27668389678001404,1,71.142578125,1,97.216796875,1,0.6312353610992432,1,6.0,1,0.9174450635910034,1,0.09821777045726776,1,0.2857142984867096,1,0.9458417892456055,1,0.2543066442012787,1,2,4.363117694854736
real_train_000027,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s110.jpeg,Sad,1,train,real:data,1.0,1.0,53b948b1d40d8ed32a6406c90c06b0a089cdf73fe08a37329fd69f8782d53916,194,259,,,,,0.28808262944221497,1,0.7119173407554626,1,0.992277979850769,1,0.5269055962562561,1,0.5208901166915894,1,0.48379966616630554,1,0.5162003636360168,1,0.6103710532188416,1,0.3037160038948059,1,43.18751907348633,1,151.45484924316406,1,0.7876338362693787,1,14.0,1,0.49275287985801697,1,0.18946781754493713,1,0.18793103098869324,1,0.9181891083717346,1,0.5,1,3,3.216773748397827
real_train_000028,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\new_h47.jpg,Happy,0,train,real:data,1.0,1.0,626723cbbd9af432eb02f9601b004c02c48960879851889252b69de37857dea2,231,219,,,,,0.12148886173963547,1,0.8785111308097839,1,0.9387021064758301,1,0.4592442512512207,1,0.5354204177856445,1,0.4262935221195221,1,0.5737064480781555,1,0.19075629115104675,1,0.18023812770843506,1,41.115657806396484,1,85.98707580566406,1,0.0156199149787426,1,16.0,1,0.19108475744724274,1,0.00013837000005878508,1,0.1725490242242813,1,0.019279031082987785,1,0.24297772347927094,1,1,3.216076135635376
real_train_000029,C:\Users\alper\Desktop\CCDDA\Dataset\data\Angry\new_a46.jpeg,Angry,2,train,real:data,1.0,1.0,f600093fd9d139f7b3ef13f7e7db9fafa10b0cbf6653bf52006493b58888b368,290,174,,,,,0.14260800182819366,1,0.8573920130729675,1,1.0,1,0.4918470084667206,1,0.47209975123405457,1,0.5262646079063416,1,0.47373542189598083,1,0.4533177316188812,1,0.36304768919944763,1,34.68093490600586,1,91.35948944091797,1,0.5190383791923523,1,10.0,1,0.9104771018028259,1,0.061177171766757965,1,0.13698630034923553,1,0.08370891213417053,1,0.28521600365638733,1,2,3.389845609664917
real_train_000030,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Happy\h5.jpg,Happy,0,train,real:NewArts2,1.0,1.0,823eb34f569eb0c4acea58a360cba9757f76455668705c332ecc41b63273eea4,1300,931,,,,,0.09958770871162415,1,0.9004123210906982,1,0.9209551215171814,1,0.44220855832099915,1,0.6285200715065002,1,0.277911901473999,1,0.722088098526001,1,0.4084446430206299,1,0.19077825546264648,1,14.574898719787598,1,38.411964416503906,1,0.1019405797123909,1,11.0,1,0.4061896502971649,1,0.0027976534329354763,1,0.15203800797462463,1,0.0721960961818695,1,0.1991754174232483,1,1,2.2579588890075684
real_train_000031,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Fear\f16.jpg,Fear,3,train,real:NewArts2,1.0,1.0,47526339e8d9b3613798dc73e3ed3d5ac881b2379e86110b96f3ad27d9566959,217,148,,,,,0.22530825436115265,1,0.7746917605400085,1,0.9953917264938354,1,0.498342901468277,1,0.49289214611053467,1,0.5720010995864868,1,0.4279989004135132,1,0.7633223533630371,1,0.2163541465997696,1,12.454851150512695,1,60.71739959716797,1,0.7932559251785278,1,12.0,1,0.40176135301589966,1,0.4081454873085022,1,0.2928571403026581,1,0.05463700741529465,1,0.4506165087223053,1,2,4.742788791656494
real_train_000032,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\new_h25.jpg,Happy,0,train,real:data,1.0,1.0,6d2bc82a0863ed303bfd23c5a1f144e8a32a2dacf024bb839a9b6aab4d463c8a,273,185,,,,,0.112483911216259,1,0.8875160813331604,1,0.7149786949157715,1,0.5512056350708008,1,0.5429440140724182,1,0.4314381182193756,1,0.568561851978302,1,0.2770804464817047,1,0.21997259557247162,1,19.008018493652344,1,68.70606994628906,1,0.053863756358623505,1,11.0,1,0.6456716656684875,1,0.0006534006679430604,1,0.13245032727718353,1,0.34441715478897095,1,0.224967822432518,1,1,2.986393928527832
real_train_000033,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\new_h2.jpg,Happy,0,train,real:data,1.0,1.0,9d06df37615281010301c923f1c41771e3d5e72a14be958444f0f6fb72993945,265,190,,,,,0.10707050561904907,1,0.8929294943809509,1,0.8155710101127625,1,0.5215246677398682,1,0.5772066712379456,1,0.35447970032691956,1,0.6455203294754028,1,0.21183089911937714,1,0.16185761988162994,1,26.21648406982422,1,53.823238372802734,1,0.015210536308586597,1,18.0,1,0.44318318367004395,1,0.0005561072612181306,1,0.12878787517547607,1,0.08555971831083298,1,0.21414101123809814,1,1,2.6422572135925293
real_train_000034,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Happy\h24.jpg,Happy,0,train,real:NewArts2,1.0,1.0,a2a77e1da5bea00abf65fff452259d97c65dc56054d28a3e3c308e3b509f3e80,260,280,,,,,0.13093405961990356,1,0.8690659403800964,1,0.9460989236831665,1,0.45459866523742676,1,0.5397034883499146,1,0.3859630823135376,1,0.6140369176864624,1,0.3454284071922302,1,0.2890719175338745,1,14.148351669311523,1,69.0934066772461,1,0.3135753273963928,1,9.0,1,0.6272660493850708,1,0.017293956130743027,1,0.13380281627178192,1,0.6935650706291199,1,0.26186811923980713,1,1,2.6378438472747803
real_train_000035,C:\Users\alper\Desktop\CCDDA\Dataset\data\Happy\new_images (51).jpg,Happy,0,train,real:data,1.0,1.0,6c05dd92eac5dc3a5685fcc788e122967f90ba2933bfd0dfd2ec2a1a28116a09,264,191,,,,,0.22407980263233185,1,0.7759202122688293,1,0.9738219976425171,1,0.5213534832000732,1,0.49985286593437195,1,0.5303124189376831,1,0.4696875810623169,1,0.3729919195175171,1,0.17633956670761108,1,26.574647903442383,1,102.7288589477539,1,0.04876537621021271,1,18.0,1,0.3316592276096344,1,0.0003173092263750732,1,0.10000000149011612,1,0.03263271227478981,1,0.4481596052646637,1,3,3.2823097705841064
real_train_000036,C:\Users\alper\Desktop\CCDDA\Dataset\data\Sad\s67.jpeg,Sad,1,train,real:data,1.0,1.0,af4ca3327093a11a048a12d195f83cb0adadc5f2db4ec0bbfe409020a0687830,265,190,,,,,0.10119165480136871,1,0.8988083600997925,1,1.0,1,0.5523831844329834,1,0.48741593956947327,1,0.5746810436248779,1,0.4253189265727997,1,0.42621561884880066,1,0.27205169200897217,1,6.951340675354004,1,31.18172836303711,1,0.22296369075775146,1,6.0,1,0.504562497138977,1,0.015352532267570496,1,0.1090909093618393,1,0.31523770093917847,1,0.3548162877559662,1,0,2.8959920406341553
real_train_000037,C:\Users\alper\Desktop\CCDDA\Dataset\data\Fear\f49.jpg,Fear,3,train,real:data,1.0,1.0,a938d03683b19ed7365196edb7b2c1d1ceec531017b3d494dd42b24f418a4466,261,193,,,,,0.22537867724895477,1,0.774621307849884,1,1.0,1,0.47569718956947327,1,0.508574366569519,1,0.49942746758461,1,0.5005725622177124,1,0.7151517271995544,1,0.19404135644435883,1,40.497886657714844,1,113.75141143798828,1,0.6583281755447388,1,11.0,1,0.7345601320266724,1,0.18607190251350403,1,0.12030075490474701,1,0.09090228378772736,1,0.45075735449790955,1,3,2.2960946559906006
real_train_000038,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Fear\f25.webp,Fear,3,train,real:NewArts2,1.0,1.0,c658fe62ec8ccdbfb511c50605eb8c6c882d5ce035f2ee2453ae31ab8c43fd8f,602,452,,,,,0.0794990137219429,1,0.9205009937286377,1,1.0,1,0.5248112082481384,1,0.529377281665802,1,0.4276534616947174,1,0.5723465085029602,1,0.6131905317306519,1,0.20215141773223877,1,27.562990188598633,1,36.677154541015625,1,0.4951460659503937,1,6.0,1,0.9756408333778381,1,0.03453458845615387,1,0.12999999523162842,1,0.2914465665817261,1,0.1589980274438858,1,0,3.426321268081665
real_train_000039,C:\Users\alper\Desktop\CCDDA\Dataset\NewArts2\NewArts2\Happy\h16.jpg,Happy,0,train,real:NewArts2,1.0,1.0,2e5c77d4e3d46dd325d7352528b0db2f398893a5d5d8975cf3462a6c20db7d50,500,360,,,,,0.11285000294446945,1,0.88714998960495,1,0.838533341884613,1,0.4884328246116638,1,0.5601116418838501,1,0.37133854627609253,1,0.6286614537239075,1,0.28400781750679016,1,0.2218233346939087,1,11.88888931274414,1,49.44444274902344,1,0.08999162912368774,1,14.0,1,0.2931668162345886,1,0.0038333332631736994,1,0.24740932881832123,1,0.04601409286260605,1,0.2257000058889389,1,1,2.266394853591919
