sample_id,image_path,orig_label,orig_label_2,split,label,label_id,confidence,source,happy_prob,sad_prob,angry_prob,fear_prob
model_train_hap_000010,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1A-619-F-H.jpg,Happiness,Happy,train,Happy,0,0.6468254923820496,model_pseudo,0.6468254923820496,0.2155810296535492,0.09156247973442078,0.04603096842765808
model_train_hap_000011,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1A-649-F-H.jpg,Happiness,Happy,train,Sad,1,0.46300265192985535,model_pseudo,0.44821497797966003,0.46300265192985535,0.06082538515329361,0.02795693837106228
model_train_hap_000012,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1A-655-F-H.jpg,Happiness,Happy,train,Angry,2,0.5390259623527527,model_pseudo,0.06249212846159935,0.1541377305984497,0.5390259623527527,0.24434413015842438
model_train_hap_000013,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1A-690-F-H.jpg,Happiness,Happy,train,Happy,0,0.7029672265052795,model_pseudo,0.7029672265052795,0.13683709502220154,0.0913979560136795,0.06879772245883942
model_train_hap_000014,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1A-71-M-H.jpg,Happiness,Happy,train,Sad,1,0.3767806887626648,model_pseudo,0.3230879008769989,0.3767806887626648,0.24116742610931396,0.05896398052573204
model_train_hap_000015,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1A-745-M-H.jpg,Happiness,Happy,train,Happy,0,0.7729499936103821,model_pseudo,0.7729499936103821,0.08094412833452225,0.1027006059885025,0.04340529441833496
model_train_hap_000016,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1A-875-F-H.jpg,Happiness,Happy,train,Happy,0,0.7084430456161499,model_pseudo,0.7084430456161499,0.19863839447498322,0.04321085289120674,0.049707695841789246
model_train_hap_000017,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1B-48-M-H.jpg,Happiness,Happy,train,Happy,0,0.7749489545822144,model_pseudo,0.7749489545822144,0.13248878717422485,0.0345895029604435,0.057972729206085205
model_train_hap_000018,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1B-482-M-H.jpg,Happiness,Happy,train,Happy,0,0.44750651717185974,model_pseudo,0.44750651717185974,0.30180782079696655,0.0939905047416687,0.1566951870918274
model_train_hap_000019,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1B-51-M-H.jpg,Happiness,Happy,train,Happy,0,0.9155024290084839,model_pseudo,0.9155024290084839,0.04208173602819443,0.02003961242735386,0.02237621508538723
model_train_hap_000020,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1B-676-M-H.jpg,Happiness,Happy,train,Fear,3,0.9324905872344971,model_pseudo,0.013522516936063766,0.025468027219176292,0.028518913313746452,0.9324905872344971
model_train_hap_000021,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1B-711-M-H.jpg,Happiness,Happy,train,Happy,0,0.8942408561706543,model_pseudo,0.8942408561706543,0.04071030020713806,0.03273853287100792,0.0323103629052639
model_train_hap_000022,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1B-744-M-H.jpg,Happiness,Happy,train,Happy,0,0.8082486987113953,model_pseudo,0.8082486987113953,0.10249315947294235,0.045206472277641296,0.04405176267027855
model_train_hap_000023,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-103-M-H.jpg,Happiness,Happy,train,Happy,0,0.9226999878883362,model_pseudo,0.9226999878883362,0.032922543585300446,0.02639911323785782,0.01797836273908615
model_train_hap_000024,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-1061-M-H.jpg,Happiness,Happy,train,Sad,1,0.606694221496582,model_pseudo,0.11651722341775894,0.606694221496582,0.23457078635692596,0.04221779480576515
model_train_hap_000025,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-1172-M-H.jpg,Happiness,Happy,train,Sad,1,0.7166181802749634,model_pseudo,0.15963755548000336,0.7166181802749634,0.0203416645526886,0.10340248793363571
model_train_hap_000026,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-1177-M-H.jpg,Happiness,Happy,train,Happy,0,0.9356480836868286,model_pseudo,0.9356480836868286,0.03098267875611782,0.016952287405729294,0.016416914761066437
model_train_hap_000027,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-206-F-H.jpg,Happiness,Happy,train,Sad,1,0.5395581126213074,model_pseudo,0.3525433838367462,0.5395581126213074,0.030883360654115677,0.07701510190963745
model_train_hap_000028,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-222-F-H.jpg,Happiness,Happy,train,Happy,0,0.9155484437942505,model_pseudo,0.9155484437942505,0.04616929218173027,0.011906245723366737,0.0263760294765234
model_train_hap_000029,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-249-F-H.jpg,Happiness,Happy,train,Sad,1,0.42070603370666504,model_pseudo,0.39214828610420227,0.42070603370666504,0.04916039854288101,0.13798527419567108
model_train_hap_000030,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-275-F-H.jpg,Happiness,Happy,train,Angry,2,0.4358718693256378,model_pseudo,0.16092386841773987,0.07557456195354462,0.4358718693256378,0.32762962579727173
model_train_hap_000031,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-277-F-H.jpg,Happiness,Happy,train,Happy,0,0.747956395149231,model_pseudo,0.747956395149231,0.13662804663181305,0.0708976611495018,0.044517792761325836
model_train_hap_000032,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-341-M-H.jpg,Happiness,Happy,train,Happy,0,0.9427496194839478,model_pseudo,0.9427496194839478,0.024963153526186943,0.014930042438209057,0.01735718548297882
model_train_hap_000033,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-347-M-H.jpg,Happiness,Happy,train,Angry,2,0.4477541744709015,model_pseudo,0.09743653237819672,0.17686979472637177,0.4477541744709015,0.2779395878314972
model_train_hap_000034,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-521-M-H.jpg,Happiness,Happy,train,Happy,0,0.8497284650802612,model_pseudo,0.8497284650802612,0.06271608918905258,0.04967879131436348,0.0378766693174839
model_train_hap_000035,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-524-F-H.jpg,Happiness,Happy,train,Happy,0,0.6730977296829224,model_pseudo,0.6730977296829224,0.20032989978790283,0.06189242750406265,0.06467999517917633
model_train_hap_000036,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-535-M-H.jpg,Happiness,Happy,train,Sad,1,0.5835688710212708,model_pseudo,0.31966277956962585,0.5835688710212708,0.04378145933151245,0.05298692733049393
model_train_hap_000037,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-557-F-H.jpg,Happiness,Happy,train,Sad,1,0.58518385887146,model_pseudo,0.10733440518379211,0.58518385887146,0.180450901389122,0.12703081965446472
model_train_hap_000038,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-58-M-H.jpg,Happiness,Happy,train,Happy,0,0.4357024133205414,model_pseudo,0.4357024133205414,0.09731920808553696,0.36321648955345154,0.10376191884279251
model_train_hap_000039,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-600-F-H.jpg,Happiness,Happy,train,Happy,0,0.7955735921859741,model_pseudo,0.7955735921859741,0.14502477645874023,0.024268094450235367,0.03513359650969505
model_train_hap_000040,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-605-M-H.jpg,Happiness,Happy,train,Happy,0,0.4441045820713043,model_pseudo,0.4441045820713043,0.20395617187023163,0.17077484726905823,0.1811644583940506
model_train_hap_000041,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-656-F-H.jpg,Happiness,Happy,train,Happy,0,0.8953080177307129,model_pseudo,0.8953080177307129,0.04282201826572418,0.030199389904737473,0.031670622527599335
model_train_hap_000042,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-730-F-H.jpg,Happiness,Happy,train,Happy,0,0.7758101224899292,model_pseudo,0.7758101224899292,0.11685352027416229,0.08178258687257767,0.025553805753588676
model_train_hap_000043,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-757-M-H.jpg,Happiness,Happy,train,Sad,1,0.4774313271045685,model_pseudo,0.05675191432237625,0.4774313271045685,0.3292037844657898,0.1366129219532013
model_train_hap_000044,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1C-91-M-H.jpg,Happiness,Happy,train,Happy,0,0.7874420285224915,model_pseudo,0.7874420285224915,0.053225379437208176,0.08366679400205612,0.07566585391759872
model_train_hap_000045,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-1124-F-H.jpg,Happiness,Happy,train,Happy,0,0.9593163132667542,model_pseudo,0.9593163132667542,0.02863461524248123,0.00539606437087059,0.0066529917530715466
model_train_hap_000046,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-1162-M-H.jpg,Happiness,Happy,train,Angry,2,0.6619544625282288,model_pseudo,0.0374566987156868,0.2543586790561676,0.6619544625282288,0.04623022302985191
model_train_hap_000047,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-1176-M-H.jpg,Happiness,Happy,train,Happy,0,0.6066628694534302,model_pseudo,0.6066628694534302,0.2231997847557068,0.10267350822687149,0.06746382266283035
model_train_hap_000048,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-1230-M-H.jpg,Happiness,Happy,train,Angry,2,0.7532916069030762,model_pseudo,0.02488860860466957,0.15573956072330475,0.7532916069030762,0.06608020514249802
model_train_hap_000049,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-198-F-H.jpg,Happiness,Happy,train,Fear,3,0.47531360387802124,model_pseudo,0.15881815552711487,0.2674972116947174,0.09837105870246887,0.47531360387802124
model_train_hap_000050,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-286-F-H.jpg,Happiness,Happy,train,Happy,0,0.5262404680252075,model_pseudo,0.5262404680252075,0.3659568428993225,0.02091473899781704,0.0868879035115242
model_train_hap_000051,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-287-F-H.jpg,Happiness,Happy,train,Fear,3,0.45307615399360657,model_pseudo,0.21249781548976898,0.26481711864471436,0.06960895657539368,0.45307615399360657
model_train_hap_000052,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-360-F-H.jpg,Happiness,Happy,train,Happy,0,0.4107710123062134,model_pseudo,0.4107710123062134,0.4026215970516205,0.07787815481424332,0.10872921347618103
model_train_hap_000053,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-361-F-H.jpg,Happiness,Happy,train,Happy,0,0.8545984029769897,model_pseudo,0.8545984029769897,0.08014332503080368,0.032934170216321945,0.03232407197356224
model_train_hap_000054,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-470-F-H.jpg,Happiness,Happy,train,Happy,0,0.9095853567123413,model_pseudo,0.9095853567123413,0.046302441507577896,0.020672958344221115,0.023439299315214157
model_train_hap_000055,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-496-M-H.jpg,Happiness,Happy,train,Fear,3,0.6103001832962036,model_pseudo,0.1920236498117447,0.17740574479103088,0.02027037926018238,0.6103001832962036
model_train_hap_000056,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-556-M-H.jpg,Happiness,Happy,train,Happy,0,0.8028215765953064,model_pseudo,0.8028215765953064,0.06902816146612167,0.07496064156293869,0.05318962410092354
model_train_hap_000057,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-581-F-H.jpg,Happiness,Happy,train,Happy,0,0.6609662175178528,model_pseudo,0.6609662175178528,0.12025850266218185,0.15857359766960144,0.06020169332623482
model_train_hap_000058,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-624-M-H.jpg,Happiness,Happy,train,Sad,1,0.6212217211723328,model_pseudo,0.019868291914463043,0.6212217211723328,0.2928074598312378,0.06610250473022461
model_train_hap_000059,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-625-M-H.jpg,Happiness,Happy,train,Happy,0,0.6081467270851135,model_pseudo,0.6081467270851135,0.25207728147506714,0.07664734125137329,0.06312865763902664
model_train_hap_000060,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-662-M-H.jpg,Happiness,Happy,train,Happy,0,0.7648352980613708,model_pseudo,0.7648352980613708,0.14107489585876465,0.051016248762607574,0.04307354986667633
model_train_hap_000061,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-671-F-H.jpg,Happiness,Happy,train,Happy,0,0.4225130081176758,model_pseudo,0.4225130081176758,0.09414666891098022,0.20108233392238617,0.282258003950119
model_train_hap_000062,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-672-M-H.jpg,Happiness,Happy,train,Happy,0,0.7951657772064209,model_pseudo,0.7951657772064209,0.09352626651525497,0.055250220000743866,0.05605769902467728
model_train_hap_000063,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-687-F-H.jpg,Happiness,Happy,train,Happy,0,0.71294105052948,model_pseudo,0.71294105052948,0.1984032243490219,0.031745750457048416,0.056909963488578796
model_train_hap_000064,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-853-F-H.jpg,Happiness,Happy,train,Sad,1,0.6434098482131958,model_pseudo,0.10484465211629868,0.6434098482131958,0.02511824667453766,0.2266271859407425
model_train_hap_000065,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1D-96-M-H.jpg,Happiness,Happy,train,Sad,1,0.7140235304832458,model_pseudo,0.09549883753061295,0.7140235304832458,0.14829303324222565,0.04218464717268944
model_train_hap_000066,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-1088-F-H.jpg,Happiness,Happy,train,Happy,0,0.8844618797302246,model_pseudo,0.8844618797302246,0.04908979311585426,0.03127698972821236,0.03517128899693489
model_train_hap_000067,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-1153-F-H.jpg,Happiness,Happy,train,Happy,0,0.7240694165229797,model_pseudo,0.7240694165229797,0.13418178260326385,0.08289793878793716,0.058850858360528946
model_train_hap_000068,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-1272-M-H.jpg,Happiness,Happy,train,Angry,2,0.5213901996612549,model_pseudo,0.30269113183021545,0.10568270087242126,0.5213901996612549,0.0702359676361084
model_train_hap_000069,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-151-F-H.jpg,Happiness,Happy,train,Happy,0,0.47084012627601624,model_pseudo,0.47084012627601624,0.1690128594636917,0.17234499752521515,0.18780207633972168
model_train_hap_000070,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-160-F-H.jpg,Happiness,Happy,train,Happy,0,0.7296193838119507,model_pseudo,0.7296193838119507,0.15711967647075653,0.07667587697505951,0.0365850031375885
model_train_hap_000071,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-178-M-H.jpg,Happiness,Happy,train,Angry,2,0.39857321977615356,model_pseudo,0.14062508940696716,0.36413541436195374,0.39857321977615356,0.09666627645492554
model_train_hap_000072,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-240-M-H.jpg,Happiness,Happy,train,Happy,0,0.8665611147880554,model_pseudo,0.8665611147880554,0.057312969118356705,0.04784703254699707,0.028278792276978493
model_train_hap_000073,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-272-F-H.jpg,Happiness,Happy,train,Happy,0,0.49159958958625793,model_pseudo,0.49159958958625793,0.35559985041618347,0.08907809108495712,0.06372255831956863
model_train_hap_000074,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-284-F-H.jpg,Happiness,Happy,train,Happy,0,0.7113109230995178,model_pseudo,0.7113109230995178,0.1192462146282196,0.08891443908214569,0.08052843809127808
model_train_hap_000075,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-308-M-H.jpg,Happiness,Happy,train,Sad,1,0.5485484004020691,model_pseudo,0.2882862389087677,0.5485484004020691,0.0430058054625988,0.12015963345766068
model_train_hap_000076,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-416-M-H.jpg,Happiness,Happy,train,Happy,0,0.8876354098320007,model_pseudo,0.8876354098320007,0.061587609350681305,0.02937500551342964,0.02140200510621071
model_train_hap_000077,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-426-F-H.jpg,Happiness,Happy,train,Happy,0,0.6331633925437927,model_pseudo,0.6331633925437927,0.08311924338340759,0.042937442660331726,0.24077992141246796
model_train_hap_000078,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-506-M-H.jpg,Happiness,Happy,train,Happy,0,0.8659254908561707,model_pseudo,0.8659254908561707,0.06100505590438843,0.029970351606607437,0.04309912770986557
model_train_hap_000079,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-507-F-H.jpg,Happiness,Happy,train,Happy,0,0.7178640961647034,model_pseudo,0.7178640961647034,0.053530365228652954,0.19150276482105255,0.03710269555449486
model_train_hap_000080,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-54-M-H.jpg,Happiness,Happy,train,Sad,1,0.5778096318244934,model_pseudo,0.31836631894111633,0.5778096318244934,0.04942350089550018,0.05440056324005127
model_train_hap_000081,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-563-M-H.jpg,Happiness,Happy,train,Sad,1,0.5292801260948181,model_pseudo,0.04803164303302765,0.5292801260948181,0.22404727339744568,0.19864101707935333
model_train_hap_000082,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-584-F-H.jpg,Happiness,Happy,train,Happy,0,0.9606019258499146,model_pseudo,0.9606019258499146,0.017757348716259003,0.012988132424652576,0.008652564138174057
model_train_hap_000083,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-610-M-H.jpg,Happiness,Happy,train,Happy,0,0.9065057039260864,model_pseudo,0.9065057039260864,0.04541972279548645,0.022799501195549965,0.025275014340877533
model_train_hap_000084,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-646-F-H.jpg,Happiness,Happy,train,Happy,0,0.5831599831581116,model_pseudo,0.5831599831581116,0.2744300365447998,0.07777183502912521,0.06463810801506042
model_train_hap_000085,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-667-M-H.jpg,Happiness,Happy,train,Happy,0,0.5414336919784546,model_pseudo,0.5414336919784546,0.29886654019355774,0.050975214689970016,0.10872448235750198
model_train_hap_000086,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-679-F-H.jpg,Happiness,Happy,train,Happy,0,0.8207693099975586,model_pseudo,0.8207693099975586,0.11015686392784119,0.03615600988268852,0.03291773796081543
model_train_hap_000087,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-857-M-H.jpg,Happiness,Happy,train,Sad,1,0.44300949573516846,model_pseudo,0.3695516288280487,0.44300949573516846,0.14252892136573792,0.044909875839948654
model_train_hap_000088,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1E-891-M-H.jpg,Happiness,Happy,train,Angry,2,0.5323960185050964,model_pseudo,0.13623321056365967,0.22112753987312317,0.5323960185050964,0.11024318635463715
model_train_hap_000089,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-2297-M-H.jpg,Happiness,Happy,train,Sad,1,0.7568141222000122,model_pseudo,0.05291860178112984,0.7568141222000122,0.08043733984231949,0.10982999950647354
model_train_hap_000090,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-255-M-H.jpg,Happiness,Happy,train,Fear,3,0.8815630078315735,model_pseudo,0.027085963636636734,0.04389263316988945,0.047458428889513016,0.8815630078315735
model_train_hap_000091,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-297-F-H.jpg,Happiness,Happy,train,Angry,2,0.4901280403137207,model_pseudo,0.09350110590457916,0.2953321933746338,0.4901280403137207,0.12103860825300217
model_train_hap_000092,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-378-M-H.jpg,Happiness,Happy,train,Angry,2,0.6109763979911804,model_pseudo,0.0074051059782505035,0.3463098704814911,0.6109763979911804,0.03530867025256157
model_train_hap_000093,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-386-M-H.jpg,Happiness,Happy,train,Angry,2,0.4237392842769623,model_pseudo,0.27532580494880676,0.1854759156703949,0.4237392842769623,0.11545898020267487
model_train_hap_000094,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-424-F-H.jpg,Happiness,Happy,train,Sad,1,0.7188125252723694,model_pseudo,0.04478339105844498,0.7188125252723694,0.07724893093109131,0.1591552197933197
model_train_hap_000095,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-594-F-H.jpg,Happiness,Happy,train,Happy,0,0.49355924129486084,model_pseudo,0.49355924129486084,0.3353814482688904,0.08700794726610184,0.08405137062072754
model_train_hap_000096,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-596-F-H.jpg,Happiness,Happy,train,Sad,1,0.7526757121086121,model_pseudo,0.07577338069677353,0.7526757121086121,0.06400616466999054,0.1075446829199791
model_train_hap_000097,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-686-F-H.jpg,Happiness,Happy,train,Happy,0,0.4371737539768219,model_pseudo,0.4371737539768219,0.3303293287754059,0.06722012162208557,0.16527675092220306
model_train_hap_000098,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-741-M-H.jpg,Happiness,Happy,train,Happy,0,0.5997431874275208,model_pseudo,0.5997431874275208,0.1657574474811554,0.19341668486595154,0.04108266159892082
model_train_hap_000099,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-776-F-H.jpg,Happiness,Happy,train,Sad,1,0.5817863345146179,model_pseudo,0.32646292448043823,0.5817863345146179,0.021652141585946083,0.07009857892990112
model_train_hap_000100,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1F-889-M-H.jpg,Happiness,Happy,train,Happy,0,0.6800877451896667,model_pseudo,0.6800877451896667,0.1798565685749054,0.0288161039352417,0.11123962700366974
model_train_hap_000101,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1H-202-M-H.jpg,Happiness,Happy,train,Sad,1,0.4210548400878906,model_pseudo,0.1624959260225296,0.4210548400878906,0.25820910930633545,0.1582401990890503
model_train_hap_000102,C:\Users\alper\Desktop\CCDDA\Dataset\Images\Emotion\train\Happiness\101-1H-282-F-H.jpg,Happiness,Happy,train,Happy,0,0.5158779621124268,model_pseudo,0.5158779621124268,0.31422826647758484,0.05986356362700462,0.11003018915653229
