sample_id,image_path,label,label_id,split
103-3E-842-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3E-842-F-S.jpg,Angry,2,train
103-3H-1047-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3H-1047-M-S.jpg,Angry,2,val
103-3H-1478-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3H-1478-F-S.jpg,Angry,2,train
103-3H-2104-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3H-2104-F-S.jpg,Angry,2,train
103-3Q-728-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3Q-728-F-S.jpg,Angry,2,train
103-3Q-729-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3Q-729-M-S.jpg,Angry,2,val
103-4A-1-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4A-1-M-S.jpg,Angry,2,train
103-4A-134-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4A-134-F-S.jpg,Angry,2,train
103-4A-319-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4A-319-M-S.jpg,Angry,2,train
103-4A-814-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4A-814-M-S.jpg,Angry,2,train
103-4B-1431-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4B-1431-F-S.jpg,Angry,2,train
103-4E-380-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4E-380-M-S.jpg,Angry,2,test
103-4L-1129-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4L-1129-M-S.jpg,Angry,2,train
103-4L-974-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4L-974-M-S.jpg,Angry,2,train
103-4P-1485-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4P-1485-M-S.jpg,Angry,2,train
103-4P-468-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4P-468-F-S.jpg,Angry,2,val
103-4Q-513-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4Q-513-F-S.jpg,Angry,2,train
104-2B-383-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-2B-383-F-S.jpg,Angry,2,test
104-2D-1253-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-2D-1253-F-S.jpg,Angry,2,train
104-2G-444-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-2G-444-F-S.jpg,Angry,2,train
104-2H-1213-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-2H-1213-M-S.jpg,Angry,2,test
104-2H-1239-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-2H-1239-M-S.jpg,Angry,2,train
104-2H-1733-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-2H-1733-M-S.jpg,Angry,2,val
104-2H-428-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-2H-428-M-S.jpg,Angry,2,test
104-3A-111-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-3A-111-F-S.jpg,Angry,2,train
104-3A-171-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-3A-171-F-S.jpg,Angry,2,train
104-3C-101-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-3C-101-F-S.jpg,Angry,2,train
104-3C-1375-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-3C-1375-F-S.jpg,Angry,2,train
104-3H-1645-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-3H-1645-F-S.jpg,Angry,2,test
104-3L-1555-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-3L-1555-M-S.jpg,Angry,2,train
104-4B-140-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4B-140-M-S.jpg,Angry,2,test
104-4B-207-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4B-207-F-S.jpg,Angry,2,train
104-4B-285-M-H,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4B-285-M-H.jpg,Angry,2,train
104-4B-834-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4B-834-F-S.jpg,Angry,2,train
104-4B-969-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4B-969-F-S.jpg,Angry,2,train
104-4C-27-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4C-27-F-S.jpg,Angry,2,train
104-4C-4-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4C-4-F-S.jpg,Angry,2,train
104-4C-9-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4C-9-F-S.jpg,Angry,2,train
104-4Z-763-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4Z-763-F-S.jpg,Angry,2,train
105-1C-503-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-1C-503-M-S.jpg,Angry,2,train
105-1E-4-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-1E-4-M-S.jpg,Angry,2,test
105-1E-790-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-1E-790-M-S.jpg,Angry,2,train
105-1E-808-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-1E-808-M-S.jpg,Angry,2,train
105-1E-821-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-1E-821-M-S.jpg,Angry,2,test
105-1Z-100-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-1Z-100-F-S.jpg,Angry,2,train
105-1Z-1042-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-1Z-1042-M-S.jpg,Angry,2,train
105-2A-295-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-2A-295-F-S.jpg,Angry,2,train
105-2A-62-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-2A-62-F-S.jpg,Angry,2,train
105-2A-77-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-2A-77-M-S.jpg,Angry,2,test
105-2D-1065-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-2D-1065-M-S.jpg,Angry,2,train
105-2D-1119-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-2D-1119-F-S.jpg,Angry,2,train
105-4A-1070-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-4A-1070-M-S.jpg,Angry,2,train
105-4A-50-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-4A-50-F-S.jpg,Angry,2,train
105-4D-71-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-4D-71-M-S.jpg,Angry,2,train
105-4E-123-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-4E-123-M-S.jpg,Angry,2,train
105-4F-644-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-4F-644-F-S.jpg,Angry,2,train
106-3A-136-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3A-136-F-S.jpg,Angry,2,train
106-3A-275-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3A-275-F-S.jpg,Angry,2,test
106-3B-1752-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3B-1752-F-S.jpg,Angry,2,train
106-3B-908-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3B-908-F-S.jpg,Angry,2,val
106-3C-560-F-H,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3C-560-F-H.jpg,Angry,2,train
106-3D-1008-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3D-1008-M-S.jpg,Angry,2,train
106-3D-298-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3D-298-F-S.jpg,Angry,2,train
106-3D-822-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3D-822-F-S.jpg,Angry,2,test
106-3D-865-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3D-865-F-S.jpg,Angry,2,train
106-3E-168-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3E-168-M-S.jpg,Angry,2,train
106-3F-218-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3F-218-F-S.jpg,Angry,2,train
106-3F-500-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3F-500-M-S.jpg,Angry,2,train
106-3G-409-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3G-409-M-S.jpg,Angry,2,train
106-3H-314-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3H-314-F-S.jpg,Angry,2,train
106-4B-226-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-4B-226-F-S.jpg,Angry,2,train
106-4B-605-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-4B-605-M-S.jpg,Angry,2,train
106-4B-961-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-4B-961-F-S.jpg,Angry,2,train
106-4C-516-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-4C-516-M-S.jpg,Angry,2,train
106-4F-898-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-4F-898-F-S.jpg,Angry,2,train
107-2D-402-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-2D-402-M-S.jpg,Angry,2,val
107-2F-204-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-2F-204-F-S.jpg,Angry,2,train
107-3F-128-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-3F-128-F-S.jpg,Angry,2,train
107-3F-542-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-3F-542-M-S.jpg,Angry,2,test
107-3F-952-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-3F-952-F-S.jpg,Angry,2,train
107-4A-1114-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-4A-1114-M-S.jpg,Angry,2,train
107-4A-929-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-4A-929-M-S.jpg,Angry,2,train
107-4D-1625-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-4D-1625-F-S.jpg,Angry,2,train
108-3B-477-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-3B-477-M-S.jpg,Angry,2,val
108-3G-290-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-3G-290-F-S.jpg,Angry,2,train
108-3H-1319-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-3H-1319-M-S.jpg,Angry,2,val
108-3H-1714-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-3H-1714-M-S.jpg,Angry,2,train
108-3H-2087-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-3H-2087-F-S.jpg,Angry,2,train
108-3H-2150-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-3H-2150-F-S.jpg,Angry,2,train
108-3M-2057-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-3M-2057-F-S.jpg,Angry,2,train
108-4A-1572-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-4A-1572-F-S.jpg,Angry,2,test
108-4C-232-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-4C-232-M-S.jpg,Angry,2,train
109-3C-2704-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\109-3C-2704-F-S.jpg,Angry,2,train
109-3N-2417-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\109-3N-2417-M-S.jpg,Angry,2,train
109-4J-2460-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\109-4J-2460-F-S.jpg,Angry,2,train
109-4Q-2428-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\109-4Q-2428-M-S.jpg,Angry,2,train
110-3A-1374-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3A-1374-F-S.jpg,Angry,2,train
110-3A-687-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3A-687-F-S.jpg,Angry,2,val
110-3I-982-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3I-982-M-S.jpg,Angry,2,train
110-3J-1099-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3J-1099-M-S.jpg,Angry,2,test
110-3J-1120-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3J-1120-F-S.jpg,Angry,2,train
110-3J-1390-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3J-1390-F-S.jpg,Angry,2,train
110-3J-1418-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3J-1418-F-S.jpg,Angry,2,train
110-3J-1435-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3J-1435-F-S.jpg,Angry,2,val
110-3Z-451-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3Z-451-F-S.jpg,Angry,2,train
110-4G-553-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4G-553-F-S.jpg,Angry,2,train
110-4H-112-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4H-112-M-S.jpg,Angry,2,train
110-4H-331-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4H-331-F-S.jpg,Angry,2,test
110-4Y-1169-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Y-1169-F-S.jpg,Angry,2,val
110-4Y-1388-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Y-1388-M-S.jpg,Angry,2,train
110-4Y-1397-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Y-1397-F-S.jpg,Angry,2,test
110-4Y-1398-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Y-1398-F-S.jpg,Angry,2,test
110-4Y-1411-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Y-1411-F-S.jpg,Angry,2,val
110-4Y-438-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Y-438-F-S.jpg,Angry,2,train
110-4Y-99-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Y-99-F-S.jpg,Angry,2,val
110-4Z-193-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Z-193-F-S.jpg,Angry,2,train
110-4Z-735-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Z-735-F-S.jpg,Angry,2,val
110-4Z-970-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Z-970-F-S.jpg,Angry,2,train
112-3B-745-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3B-745-F-S.jpg,Angry,2,test
112-3C-488-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3C-488-F-S.jpg,Angry,2,train
112-3C-615-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3C-615-M-S.jpg,Angry,2,train
112-3C-683-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3C-683-M-S.jpg,Angry,2,train
112-3C-697-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3C-697-F-S.jpg,Angry,2,train
112-3D-733-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3D-733-M-S.jpg,Angry,2,train
112-3D-802-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3D-802-F-S.jpg,Angry,2,train
112-3D-834-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3D-834-M-S.jpg,Angry,2,val
112-3E-684-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3E-684-M-S.jpg,Angry,2,train
112-3E-958-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3E-958-F-S.jpg,Angry,2,train
112-3F-130-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3F-130-F-S.jpg,Angry,2,train
112-3F-48-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3F-48-F-S.jpg,Angry,2,train
112-3F-58-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3F-58-M-S.jpg,Angry,2,train
112-3F-713-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3F-713-F-S.jpg,Angry,2,train
112-4C-331-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-4C-331-F-S.jpg,Angry,2,train
112-4C-541-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-4C-541-M-S.jpg,Angry,2,train
112-4D-1442-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-4D-1442-M-S.jpg,Angry,2,val
120-3B-1435-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\120-3B-1435-M-S.jpg,Angry,2,val
120-3C-3083-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\120-3C-3083-F-S.jpg,Angry,2,train
120-4B-1653-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\120-4B-1653-M-S.jpg,Angry,2,test
120-4B-861-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\120-4B-861-F-S.jpg,Angry,2,val
120-4C-1238-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\120-4C-1238-M-S.jpg,Angry,2,train
120-4C-767-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\120-4C-767-M-S.jpg,Angry,2,val
140-3B-36-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\140-3B-36-F-S.jpg,Angry,2,train
140-3B-445-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\140-3B-445-F-S.jpg,Angry,2,test
199-4A-1114-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\199-4A-1114-M-S.jpg,Angry,2,train
199-4A-1417-F-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\199-4A-1417-F-S.jpg,Angry,2,val
199-4A-1471-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\199-4A-1471-M-S.jpg,Angry,2,train
199-4A-38-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\199-4A-38-M-S.jpg,Angry,2,val
199-4A-619-M-S,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\199-4A-619-M-S.jpg,Angry,2,test
