sample_id,image_path,label,label_id,split,source,confidence
qwen_2_000035,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\102-2B-888-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000036,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\102-2C-136-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000037,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\102-2F-1008-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000038,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\102-2F-961-F-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000039,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\102-2G-996-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000040,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\102-3E-588-F-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000041,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\102-3E-696-F-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000042,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\102-4A-612-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000043,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\102-4C-46-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000044,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\102-4C-748-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000045,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-2N-1147-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000046,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-2N-1713-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000047,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-2N-2043-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000048,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-2N-44-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000049,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-2N-71-F-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000050,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3B-1018-M-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000051,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3B-1645-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000052,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3C-56-F-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000053,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3E-1001-F-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000054,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3E-842-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000055,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3H-1047-M-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000056,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3H-1478-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000057,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3H-2104-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000058,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3Q-728-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000059,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-3Q-729-M-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000060,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4A-1-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000061,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4A-134-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000062,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4A-319-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000063,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4A-814-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000064,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4B-1431-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000065,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4E-380-M-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000066,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4L-1129-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000067,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4L-974-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000068,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4P-1485-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000069,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4P-468-F-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000070,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\103-4Q-513-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000071,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-2B-383-F-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000072,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-2D-1253-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000073,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-2G-444-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000074,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-2H-1213-M-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000075,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-2H-1239-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000076,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-2H-1733-M-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000077,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-2H-428-M-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000078,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-3A-111-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000079,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-3A-171-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000080,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-3C-101-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000081,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-3C-1375-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000082,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-3H-1645-F-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000083,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-3L-1555-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000084,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4B-140-M-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000085,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4B-207-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000086,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4B-285-M-H.jpg,Angry,2,train,qwen,1.0
qwen_2_000087,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4B-834-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000088,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4B-969-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000089,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4C-27-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000090,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4C-4-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000091,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4C-9-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000092,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\104-4Z-763-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000093,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-1C-503-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000094,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-1E-4-M-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000095,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-1E-790-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000096,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-1E-808-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000097,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-1E-821-M-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000098,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-1Z-100-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000099,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-1Z-1042-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000100,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-2A-295-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000101,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-2A-62-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000102,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-2A-77-M-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000103,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-2D-1065-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000104,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-2D-1119-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000105,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-4A-1070-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000106,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-4A-50-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000107,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-4D-71-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000108,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-4E-123-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000109,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\105-4F-644-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000110,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3A-136-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000111,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3A-275-F-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000112,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3B-1752-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000113,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3B-908-F-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000114,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3C-560-F-H.jpg,Angry,2,train,qwen,1.0
qwen_2_000115,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3D-1008-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000116,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3D-298-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000117,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3D-822-F-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000118,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3D-865-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000119,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3E-168-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000120,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3F-218-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000121,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3F-500-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000122,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3G-409-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000123,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-3H-314-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000124,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-4B-226-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000125,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-4B-605-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000126,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-4B-961-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000127,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-4C-516-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000128,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\106-4F-898-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000129,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-2D-402-M-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000130,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-2F-204-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000131,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-3F-128-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000132,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-3F-542-M-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000133,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-3F-952-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000134,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-4A-1114-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000135,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-4A-929-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000136,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\107-4D-1625-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000137,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-3B-477-M-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000138,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-3G-290-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000139,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-3H-1319-M-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000140,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-3H-1714-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000141,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-3H-2087-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000142,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-3H-2150-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000143,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-3M-2057-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000144,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-4A-1572-F-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000145,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\108-4C-232-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000146,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\109-3C-2704-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000147,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\109-3N-2417-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000148,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\109-4J-2460-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000149,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\109-4Q-2428-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000150,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3A-1374-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000151,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3A-687-F-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000152,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3I-982-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000153,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3J-1099-M-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000154,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3J-1120-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000155,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3J-1390-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000156,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3J-1418-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000157,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3J-1435-F-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000158,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-3Z-451-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000159,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4G-553-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000160,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4H-112-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000161,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4H-331-F-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000162,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Y-1169-F-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000163,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Y-1388-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000164,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Y-1397-F-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000165,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Y-1398-F-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000166,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Y-1411-F-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000167,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Y-438-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000168,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Y-99-F-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000169,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Z-193-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000170,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Z-735-F-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000171,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\110-4Z-970-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000172,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3B-745-F-S.jpg,Angry,2,test,qwen,1.0
qwen_2_000173,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3C-488-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000174,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3C-615-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000175,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3C-683-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000176,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3C-697-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000177,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3D-733-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000178,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3D-802-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000179,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3D-834-M-S.jpg,Angry,2,val,qwen,1.0
qwen_2_000180,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3E-684-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000181,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3E-958-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000182,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3F-130-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000183,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3F-48-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000184,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3F-58-M-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000185,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-3F-713-F-S.jpg,Angry,2,train,qwen,1.0
qwen_2_000186,C:\Users\alper\Desktop\CCDDA\dataset_qwen_selected\angry\112-4C-331-F-S.jpg,Angry,2,train,qwen,1.0
